"id","memberID","last_name","first_name","groupID","selection_class","agenttype1","agenttype2","gender","other_name","img","birthday","authority_organization","birth_location","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","field5","field6","field7","field8","field9","field10","death_day","field12","field13","field14","field15","field16","field17","field18","field19","field20","field21"
123,"EsE1759","Escher","Elisabetha",,"2",1,3,"f","","",1759-01-01 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","sister of H. Escher's father","2","na",,,,,,,,,,,,,,,,,
124,"EsHJ1770","Escher","Hans Jakob",,"2",1,3,"m","","",1770-01-01 00:00:00,0,"Pfäffikon",1827-01-01 00:00:00,"","","","Pfarrer in Kontakt mit Campagne","1","",,,,,,,,,,,,,,,,,
125,"EsHe1781","Escher","Heinrich",,"2",1,2,"m","","",1781-01-01 00:00:00,0,"",1860-01-01 00:00:00,"","","","Sohn von Hs. Konrad E. (1743-1814), V.D.","1","",,,,,,,,,,,,,,,,,
126,"EsA1789","Escher","Heinrich",,"1",1,2,"m","","",1789-01-01 00:00:00,0,"Zürich",1870-01-01 00:00:00,"","","","Canzlist, öffentlicher Ankläger, Oberamt","1","",,,,,,,,,,,,,,,,,
127,"EsN1855","Escher","Nanny, von",,"4",1,4,"f","","",1855-01-01 00:00:00,0,"",1932-01-01 00:00:00,"Langnau am Albis, Switzerland","Zürich, Switzerland","","","4","3225736",,,,,,,,,,,,,,,,,
128,"EsR1757","Orelli-Escher","Regula, v.",,"2",1,3,"f","","",1757-01-01 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","Schülerin Lavaters und Gattin von David ","2","na",,,,,,,,,,,,,,,,,
129,"EsH1776","Escher-Zollikofer","Heinrich",,"2",1,2,"m","","",1776-01-01 00:00:00,0,"",1853-01-01 00:00:00,"","","","vater von Alfred Escher","1","",,,,,,,,,,,,,,,,,
130,"EsgJH1819","Escher vom Glas","Johann Heinrich Alfred",,"1",1,1,"m",,"07606000_1429954419.jpg",1819-01-01 00:00:00,0,"Zürich/Enge",1882-01-01 00:00:00,"Enge, Zürich, Switzerland","Zürich, Switzerland",,"Hauptförderer der Eidg. Technischen Hoch",,"40175198",,,,,,,,,,,,,,,,,
131,"EslHK1743","Escher vom Luchs","Hans Konrad",,"1",1,3,"m","","",1743-01-01 00:00:00,0,"Zürich/Zürich",1814-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","","4","D13461",,,,,,,,,,,,,,,,,
132,"EsJK1761","Escher vom Luchs","Johan Konrad, von",,"1",1,3,"m","","",1761-01-01 00:00:00,0,"",1833-01-01 00:00:00,"Zürich, Switzerland*","Baden, Switzerland","","Bürgermeister 1814","4","D47822",,,,,,,,,,,,,,,,,
133,"EsLtHC1767","Escher von der Linth","Hans Conrad",,"2",1,3,"m","","",1767-01-01 00:00:00,0,"Zürcher Politiker. Leiter der Korrektion",1823-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
134,"EskHC1755","Escher-Keller","Hans Caspar",,"2",1,3,"m","","",1755-01-01 00:00:00,0,"",1831-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
135,"EsS 1764","Escher-Meyer","Susanna",,"2",1,3,"f","","",1764-01-01 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","mother of Heinrich Escher","2","na",,,,,,,,,,,,,,,,,
136,"EsSchH1777","Escher-Schulthess","Hans Heinrich",,"2",1,3,"m","","",1777-01-01 00:00:00,0,"",1840-01-01 00:00:00,"Zürich","Zürich","","","4","105271398X ",,,,,,,,,,,,,,,,,
138,"EtP1507§","Etterlin","Petermann",,"2",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","wrote Chronik Basel (1507)","1","",,,,,,,,,,,,,,,,,
139,"EvI1877","Everhardt","Isabelle",,"2",1,2,"f","","",1877-01-01 00:00:00,0,"",1904-01-01 00:00:00,"Aïn Séfra, Algeria","Geneva, Switzerland","","She was a Swiss explorer and writer who ","4","73871242",,,,,,,,,,,,,,,,,
140,"FaD1868","Farbstein","David",,"2",1,3,"m","","",1868-01-01 00:00:00,0,"",1953-01-01 00:00:00,"Zürich, Switzerland","Waschau, Poland","","","4","50145742",,,,,,,,,,,,,,,,,
141,"FaeCW1793","Fäsi","Carl Wilhelm",,"1",1,2,"m","","",1793-01-01 00:00:00,0,"",1852-01-01 00:00:00,"","","","Diacon","1","",,,,,,,,,,,,,,,,,
142,"FaBoAL1762","Fauche (-Borel)","Abraham Louise",,"2",1,3,"m","","",1762-01-01 00:00:00,0,"Neuchatel",1829-01-01 00:00:00,"Neuenburg","Neuenburg","","Von 1790 an setzte er sich als Buchhändl","1","",,,,,,,,,,,,,,,,,
143,"FaJ1794","Fazy","James",,"2",1,3,"m","","",1794-01-01 00:00:00,0,"Genf",1878-01-01 00:00:00,"Petit-Saconnex, Geneva, Switzerland","Geneva, Switzerland","","radikaler Führer Genf, gegen calvinistis","1","",,,,,,,,,,,,,,,,,
144,"Fehr1779","Fehr","Johannes",,"2",1,3,"m","","",1779-01-01 00:00:00,0,"",1838-01-01 00:00:00,"St. Gallen, Switzerland?","","","St. Gallen; als Reutiner zum katholische","1","",,,,,,,,,,,,,,,,,
145,"FeR1877","Feller","Richard",,"3",1,5,"m","","",1877-01-01 00:00:00,0,"",1958-01-01 00:00:00,"","","","Schweizer Historiker (Kantonalsgeschicht","1","",,,,,,,,,,,,,,,,,
146,"FeA1723","Ferguson","Adam",,"2",1,5,"m","","",1723-01-01 00:00:00,0,"",1818-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
147,"FiJ 1826","Ficker","Julius",,"3",1,5,"m","","",1826-01-01 00:00:00,0,"",1902-01-01 00:00:00,"","","","wrote Das deutsche Kaiserreich in seinen","1","",,,,,,,,,,,,,,,,,
148,"Fierz1787","Fierz","Johann Jakob",,"2",1,3,"m","","",1787-01-01 00:00:00,0,"",1861-01-01 00:00:00,"Küsnacht, Zürich, Switzerland","Küsnacht, Zürich, Switzerland","","Brigadekommandant im Sonderbundskrieg","1","",,,,,,,,,,,,,,,,,
149,"FiGM1790","Fieschi","Giuseppe Marco",,"2",1,2,"m","also Joseph, Joseph Gérard or Joseph Mar","",1790-01-01 00:00:00,0,"",1836-01-01 00:00:00,"Paris, France","Murat, Corsica","","","1","",,,,,,,,,,,,,,,,,
150,"FiJJ1796","Finsler","Johann Jakob",,"2",1,3,"m","","",1796-01-01 00:00:00,0,"",1836-01-01 00:00:00,"","","","Seidenfabrikant auf dem Land","2","na",,,,,,,,,,,,,,,,,
151,"FiCJ1773","Fischer","Conrad Johann",,"2",1,3,"m","","",1773-01-01 00:00:00,0,"",1854-01-01 00:00:00,"","","","Pionier der Stahlindustrie","1","",,,,,,,,,,,,,,,,,
152,"FiR0000","Fischer","Rudolf, von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund; Major","1","",,,,,,,,,,,,,,,,,
153,"FlC1750","Flachsland","Caroline",,"3",1,5,"f","Maria Karoline, Karoline, Maria Caroline","",1750-01-01 00:00:00,0,"",1809-01-01 00:00:00,"Weimar","Reichenweier, Alsace","","She married Johann Gottfried von Herder ","4","49387820",,,,,,,,,,,,,,,,,
154,"FlM1805","Flaviny","Marie, de",,"2",1,1,"f","Marie, D'Agoult, Marie Catherine Sophie,","",1805-01-01 00:00:00,0,"",1876-01-01 00:00:00,"Paris, France","Frankfurt am Main, Germany","","","2","na",,,,,,,,,,,,,,,,,
155,"FlD1431*","Flüeh-Wyss","Dorothea, von",,"2",1,3,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
156,"FlE1851","Flühmann","Elisabeth",,"2",1,3,"f","","",1851-01-01 00:00:00,0,"",1929-01-01 00:00:00,"Aarau, Switzerland","Schwandholz bei Krattigen, Saxeten","","Swiss pedagogue and fighter for women's ","4"," 308194913",,,,,,,,,,,,,,,,,
157,"FoJ1840","Fontana","José",,"2",1,2,"m","","",1840-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
158,"FrS1796","Franscini","Stefano",,"2",1,2,"m","","",1796-01-01 00:00:00,0,"",1857-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
159,"FrJoI1830","Franz Joseph I of Austria","",,"2",1,3,"m","Franz I.","",1830-01-01 00:00:00,0,"",1916-01-01 00:00:00,"Schönbrunn Palace, Vienna","Schönbrunn Palace, Vienna","","Kaiser von Österreich","2","na",,,,,,,,,,,,,,,,,
160,"FrWiIII1770","Frederick William III of Prussia","",,"2",1,3,"m","Friedrich Wilhelm III.","",1770-01-01 00:00:00,0,"",1840-01-01 00:00:00,"Berlin","Potsdam, Prussia","","König von Preussen","4","50016770",,,,,,,,,,,,,,,,,
161,"FrJR0000","Frey","Johann Rudolf",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Uster",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger)","2","na",,,,,,,,,,,,,,,,,
163,"FrJ1805","Fröbel","Julius",,"3",1,5,"m","","",1805-01-01 00:00:00,0,"",1893-01-01 00:00:00,"Zürich, Switzerland","Griesheim, Thüringen","","publisches in Dittmar’s Die sociale Refo","4","2771521",,,,,,,,,,,,,,,,,
164,"FrH1469§","Fründ","Hans",,"2",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Geschichte des Alten Zürichkriegs aus Si","1","",,,,,,,,,,,,,,,,,
165,"FrJ0000","Frutiger","Johannes",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Kaufmann, Auswanderung nach Jerusalem, J","1","",,,,,,,,,,,,,,,,,
166,"FuNI0000","Fuchs (von Einsiedeln)","Nikolaus Ignaz ",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Einsiedeln",0000-00-00 00:00:00,"","","","Major im Kgl. Englischem Dienste","2","na",,,,,,,,,,,,,,,,,
167,"FuE1876","Fueter","Eduard",,"3",1,5,"m","","",1876-01-01 00:00:00,0,"",1928-01-01 00:00:00,"","","","Schweizer Historiker (Geschichte der Sch","1","",,,,,,,,,,,,,,,,,
168,"FuJ1805","Furrer","Jonas ",,"1",1,2,"m","","",1805-01-01 00:00:00,0,"Winterthur/Bad Ragaz",1861-01-01 00:00:00,"Bad Ragaz","Winterthur, Switzerland","","Dr. hon. Bürgermeister, Anwalt","4","64412774",,,,,,,,,,,,,,,,,
169,"FueHH1745","Füssli","Hans Heinrich",,"4",1,4,"m","","",1745-01-01 00:00:00,0,"",1832-01-01 00:00:00,"","","","Historiker für Vaterländische Geschichte","1","",,,,,,,,,,,,,,,,,
170,"FueJJ1792","Füssli","Johann Jakob",,"1",1,2,"m","","",1792-01-01 00:00:00,0,"Zürich",1860-01-01 00:00:00,"","","","Wollishofen/Neumünster","1","",,,,,,,,,,,,,,,,,
171,"Füssli0000","Füssli","",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Oberst","2","na",,,,,,,,,,,,,,,,,
172,"FueCK0000","Füsslin","Christian Karl",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
173,"FuJC1704","Füsslin","Johan Conrad",,"2",1,2,"m","","",1704-01-01 00:00:00,0,"",1775-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
174,"FueJJ1646§","Füsslin","Johann Jacob",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
175,"GaExxxx","Gagrliardi","Ernst",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Schweizer Geschichte in 3 volumes (Unive","1","",,,,,,,,,,,,,,,,,
176,"GaA1810","Galeer","Albert",,"2",1,2,"m","","",1810-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
177,"GaF1876","Gallati","Frieda",,"3",1,5,"f","","",1876-01-01 00:00:00,0,"",1955-01-01 00:00:00,"","","","Schweizer Historikerin","1","",,,,,,,,,,,,,,,,,
178,"GaG1807","Garibaldi","Giuseppe",,"2",1,2,"m","","",1807-01-01 00:00:00,0,"",1882-01-01 00:00:00,"Caprera, Italy","Nizza, France","","Garibaldi was an Italian freedom fighter","4","100192194",,,,,,,,,,,,,,,,,
179,"GaAxxxx","Gasser","Adolf",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","“genossenschaftlichkeit” (Universität Ba","1","",,,,,,,,,,,,,,,,,
180,"GeM1886","Gelzer","Matthias",,"3",1,5,"m","","",1886-01-01 00:00:00,0,"",1974-01-01 00:00:00,"","","","Schweizer Althistoriker (Römische Geschi","1","",,,,,,,,,,,,,,,,,
181,"GeG1765","Gessner","Georg",,"1",1,3,"m","","",1765-01-01 00:00:00,0,"",1843-01-01 00:00:00,"","","","Pfarrer am Grossmünster, Antistes","1","",,,,,,,,,,,,,,,,,
182,"GeHeJ1765§","Gessner-Heidegger","Judith",,"4",1,4,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Biographer. Wife of Salomon Gessner 1730","1","",,,,,,,,,,,,,,,,,
183,"GlCW0000","Glück","Christian Wilhelm, von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",1866-01-01 00:00:00,"","","","1866 Selbstmord","1","",,,,,,,,,,,,,,,,,
184,"GlC1825","Glümer","Claire, von",,"3",1,5,"f","","",1825-01-01 00:00:00,0,"",1906-01-01 00:00:00,"Blasewitz","Blankenburg, Harz","","German writer and translator. Participat","4","77073936",,,,,,,,,,,,,,,,,
185,"GoM1870","Gobat","Marguerite",,"2",1,3,"f","","",1870-01-01 00:00:00,0,"",1937-01-01 00:00:00,"Magglingen, Switzerland","Delsberg, Switzerland","","Co-founder of the International Women's ","4","D9304",,,,,,,,,,,,,,,,,
186,"GoeM1826","Goegg-Pouchoulin","Marie",,"2",1,2,"f","","",1826-01-01 00:00:00,0,"",1899-01-01 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
187,"GoJW1749","Goethe","Johann Wolfgang",,"2",1,3,"m","","",1749-01-01 00:00:00,0,"",1832-01-01 00:00:00,"Weimar","Frankfurt am Main, Germany","","machte enthusiastische Reiseberichte übe","4","24602065",,,,,,,,,,,,,,,,,
188,"GoFA1793","Good","Franz Anton",,"2",1,3,"m","","",1793-01-01 00:00:00,0,"",1866-01-01 00:00:00,"Mels, St. Gallen, Switzerland","Mels, St. Gallen, Switzerland","","","4","D18268",,,,,,,,,,,,,,,,,
189,"GoJ 1797","Gotthelf","Jeremias",,"2",1,3,"m","","",1797-01-01 00:00:00,0,"",1854-01-01 00:00:00,"Lützelflüh, Switzerland","Murten, Switzerland","","fromm-konservative Volksbewegung","4"," 49303093",,,,,,,,,,,,,,,,,
190,"GoO1748","Gouges ","Olympe, de",,"3",1,5,"f","","",1748-01-01 00:00:00,0,"",1793-01-01 00:00:00,"Paris, France","Montauban, France","","human rights (Gouges, n.d.) – special em","2","na",,,,,,,,,,,,,,,,,
191,"Goumoens1771","Goumoëns","Rudolf Ludwig, von",,"2",1,2,"m","","",1771-01-01 00:00:00,0,"Bern",1839-01-01 00:00:00,"Bern, Switzerland","Bern, Switzerland","","Berner Hauptmann im Bockenkrieg","4","D23727",,,,,,,,,,,,,,,,,
192,"GoE 1879","Gourd","Emilie",,"4",1,4,"f","","",1879-01-01 00:00:00,0,"",1946-01-01 00:00:00,"Geneva, Switzerland","Geneva, Switzerland","","","4","D9308",,,,,,,,,,,,,,,,,
193,"GrJM1807","Gräflein","Johann Melchior",,"2",1,2,"m","","",1807-01-01 00:00:00,0,"",1849-01-01 00:00:00,"Weinfelden, Switzerland","Steckborn, Switzerland","","","4","D5114",,,,,,,,,,,,,,,,,
194,"GrJJ1579","Grasser","Johann Jacob ",,"2",1,5,"m","","",1579-01-01 00:00:00,0,"",1627-01-01 00:00:00,"","","","Schweitzerisch Heldenbuch – Reformation ","1","",,,,,,,,,,,,,,,,,
195,"GrH1842","Greulich","Hermann",,"2",1,2,"m","","",1842-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
196,"GrR0000","Grob","R.",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Wallikoen, Pfäffikon",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger)","2","na",,,,,,,,,,,,,,,,,
197,"GrAM1761","Grosholtz","Anna Maria ",,"2",1,3,"f","Marie Tussaud","",1761-01-01 00:00:00,0,"",1850-01-01 00:00:00,"London, England","Strassbourg","","","4","96273854",,,,,,,,,,,,,,,,,
198,"GrE1795","Grossmann","Elisabetha",,"4",1,4,"f","","",1795-01-01 00:00:00,0,"",1858-01-01 00:00:00,"","","","Biographer","1","",,,,,,,,,,,,,,,,,
199,"GrA1749","Grün","Albertine, von",,"3",1,5,"f","","",1749-01-01 00:00:00,0,"",1792-01-01 00:00:00,"na","na","","German poet.","2","na",,,,,,,,,,,,,,,,,
200,"GrH1819","Grunholzer","Heinrich",,"1",1,2,"m","","",1819-01-01 00:00:00,0,"Bauma (ZH)",1873-01-01 00:00:00,"","","","Sekundarlehrer, Seminardirektor, Industr","1","",,,,,,,,,,,,,,,,,
201,"Guard0000","Guard","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
202,"GuJ1807","Gubler","Johannes",,"1",1,2,"m","","",1807-01-01 00:00:00,0,"Pfäffikon",0000-00-00 00:00:00,"","","","unbekannt","1","",,,,,,,,,,,,,,,,,
203,"GueSxxxx","Guex","Sébastien",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","model of consensus…","1","",,,,,,,,,,,,,,,,,
204,"GvMU0000","Gugelberg v. Moos","Ulisses",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Bündner im Regiment Roll","2","na",,,,,,,,,,,,,,,,,
205,"GuG1845","Guillaume-Schack","Gertrud",,"2",1,3,"f","","",1845-01-01 00:00:00,0,"",1903-01-01 00:00:00,"na","na","","","4","233789078",,,,,,,,,,,,,,,,,
206,"GuH1801","Gujer","Heinrich",,"1",1,2,"m","","",1801-01-01 00:00:00,0,"Kempten/Bauma (ZH)",1868-01-01 00:00:00,"","","","Müller","1","",,,,,,,,,,,,,,,,,
207,"Gysi1803","Gysi-Schinz","Heinrich",,"2",1,3,"m","","",1803-01-01 00:00:00,0,"",1878-01-01 00:00:00,"","","","Stadtrat, Präsident Stadtpolizei, Freema","2","na",,,,,,,,,,,,,,,,,
208,"HaA1281","Habsburg","Agnes, von",,"4",1,4,"f","Agnes von Ungarn,","",1281-01-01 00:00:00,0,"",1364-01-01 00:00:00,"Königsfelden","na","","","4","15645841",,,,,,,,,,,,,,,,,
209,"HaA1708","Haller","Albrecht, von",,"3",1,5,"m","","",1708-01-01 00:00:00,0,"",1777-01-01 00:00:00,"","","","CH – opponent to Voltaire","1","",,,,,,,,,,,,,,,,,
210,"HSdGA1808","Haller, Seigneur de Goumoen","Albert",,"2",1,3,"m","","",1808-01-01 00:00:00,0,"Bern",1858-01-01 00:00:00,"Chur, Switzerland","Bern, Switzerland","","Berner Hauptmann im Bockenkrieg","1","",,,,,,,,,,,,,,,,,
211,"HaHH0000","Hartmeyer","Hans Heinrich",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Mönchaltorf",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger)","2","na",,,,,,,,,,,,,,,,,
212,"Hauser0000","Hauser","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
213,"He0000","Heer","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Dekan Phil. Fakultät","2","na",,,,,,,,,,,,,,,,,
214,"HeGWF1770","Hegel","Georg Willhelm Friedrich",,"3",1,5,"m","","",1770-01-01 00:00:00,0,"",1831-01-01 00:00:00,"Berlin, Prussia","Stuttgart, Württemberg","","unversal history","4","89774942",,,,,,,,,,,,,,,,,
215,"HeJ1789","Hegetschweiler","Johannes",,"1",1,2,"m","","",1789-01-01 00:00:00,0,"Rifferswil/Stäfa",1839-01-01 00:00:00,"","","","Arzt, Naturwissenschaftler, Alpinist","1","",,,,,,,,,,,,,,,,,
216,"HeG0000","Heidegger","Georg",,"2",1,1,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
217,"HeGF1785","Heilmann","Georg Friedrich",,"2",1,3,"m","","",1785-01-01 00:00:00,0,"",1862-01-01 00:00:00,"Biel, Switzerland","Biel, Switzerland","","","4","45199718",,,,,,,,,,,,,,,,,
218,"HeMoeM1845","Heim-Vögtlin","Marie",,"4",1,4,"f","","",1845-01-01 00:00:00,0,"",1916-01-01 00:00:00,"Zürich, Switzerland","Bözen","","","4","95186121",,,,,,,,,,,,,,,,,
219,"HeJR0000","Heiz","Johann Rudolf",,"2",1,1,"m","","",0000-00-00 00:00:00,0,"Albisrieden",0000-00-00 00:00:00,"na","na","","around 1846-1870","1","",,,,,,,,,,,,,,,,,
220,"HeF1741","Herder","Felix",,"1",1,3,"m","","",1741-01-01 00:00:00,0,"",1810-01-01 00:00:00,"","","","Pfarrer Kirche zu Predigern 1810","1","",,,,,,,,,,,,,,,,,
221,"HeJG1744","Herder","Johann Gottfried",,"3",1,5,"m","","",1744-01-01 00:00:00,0,"",1803-01-01 00:00:00,"Weimar, Saxe-Weimar","Mohrungen, East Prussia, Kingdom of Prus","","„romantisch-nationale Geschichtsauffassu","4","95187266",,,,,,,,,,,,,,,,,
222,"HeN1818","Hermann","Nicolaus",,"2",1,3,"m","","",1818-01-01 00:00:00,0,"",1888-01-01 00:00:00,"Sachseln, Switzerland","Sachseln, Switzerland","","","4","232589443",,,,,,,,,,,,,,,,,
223,"HeD1697","Herrliberger","David",,"3",1,5,"m","","",1697-01-01 00:00:00,0,"",1777-01-01 00:00:00,"","","","Zürcher Kupferstechers. «Neue und vollst","2","na",,,,,,,,,,,,,,,,,
224,"HeSiE1817","Herwegh-Siegmund","Emma",,"4",1,4,,,"06150200_1430755276.JPG",1817-01-01 00:00:00,,,1904-01-01 00:00:00,"Paris, France","Magdeburg",,"historiography of the French revolutions",,"10605395",,,,,,,,,,,,,,,,,
226,"HeHJ1764","Herzl","Henriette (Julie)",,"2",1,3,"f","","",1764-01-01 00:00:00,0,"Berlin",1847-01-01 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
227,"HeT1860","Herzl","Theodor",,"2",1,3,"m","","",1860-01-01 00:00:00,0,"",1904-01-01 00:00:00,"Edlach, Austria-Hungary","Budapest, Kingdom of Hungary","","","4","76317061",,,,,,,,,,,,,,,,,
228,"HeJC1793","Hess","Johann Caspar",,"2",1,3,"m","","",1793-01-01 00:00:00,0,"",1858-01-01 00:00:00,"","","","Briefwechsel mit Conrad Ferdinand Meyer,","1","",,,,,,,,,,,,,,,,,
229,"HeJJ1791","Hess","Johann Jakob",,"1",1,2,"m","","",1791-01-01 00:00:00,0,"Zürich",1857-01-01 00:00:00,"","","","Bürgermeister, Präsident des Polizeirate","1","",,,,,,,,,,,,,,,,,
230,"HeS1763","Hess","Salomon",,"1",1,3,"m","","",1763-01-01 00:00:00,0,"",1837-01-01 00:00:00,"","","","Diacon St. Peter","1","",,,,,,,,,,,,,,,,,
231,"HeScM1797","Heusser-Schweizer","Anna Margaretha Barbara (Meta)",,"1",1,1,,,"96551700_1429953967.jpg",1797-01-01 00:00:00,,"Zürich",1876-01-01 00:00:00,"Hirzel, Zürich, Switzerland","Hirzel, Zürich, Switzerland",,"Arztfrau und Dichterin",,"20440576 ",,,,,,,,,,,,,,,,,
232,"Hi853§","Hildegard","",,"2",1,5,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Princess Abbess of the Imperial Abbey of","1","",,,,,,,,,,,,,,,,,
233,"HiC 1833","Hilty","Carl",,"2",1,3,"m","","",1833-01-01 00:00:00,0,"",1909-01-01 00:00:00,"Clarens, Switzerland","Grabs, Switzerland","","","4","3265317",,,,,,,,,,,,,,,,,
234,"HiB1807","Hirzel","Bernhard",,"1",1,1,"m",,"81646000_1429948308.jpg",1807-01-01 00:00:00,,"Pfäffikon (ZH)",1847-01-01 00:00:00,"Paris, France","Enge, Zürich, Switzerland",,"Pfarrer, Theologe, Orientalist",,"776315",,,,,,,,,,,,,,,,,
235,"HiCM1793","Hirzel","Conrad Melchior",,"1",1,2,"m","","",1793-01-01 00:00:00,0,"Zürich",1843-01-01 00:00:00,"","","","Bürgermeister   , Onkel von Bernhard Hir","1","",,,,,,,,,,,,,,,,,
236,"HiHC1751","Hirzel","Hans Caspar",,"1",1,3,"m","","",1751-01-01 00:00:00,0,"",1817-01-01 00:00:00,"","","","Stadtarzt","1","",,,,,,,,,,,,,,,,,
237,"HiHC1798","Hirzel","Hans Caspar",,"2",1,3,"m","","",1798-01-01 00:00:00,0,"",1866-01-01 00:00:00,"","","","Professor of Philosophy in the Carolinum","4","81755492",,,,,,,,,,,,,,,,,
238,"HiJC1749","Hirzel","Johannes",,"2",1,3,"m","","",1749-01-01 00:00:00,0,"",1813-01-01 00:00:00,"","","","Grossvater Bernhards","1","",,,,,,,,,,,,,,,,,
239,"HiJ1803","Hirzel","Johannes",,"2",1,2,"m","","",1803-01-01 00:00:00,0,"",1865-01-01 00:00:00,"","","","Tuscher, Presser, Bruder von Bernhard","1","",,,,,,,,,,,,,,,,,
240,"HiL1801","Hirzel","Ludwig",,"2",1,2,"m","","",1801-01-01 00:00:00,0,"",1841-01-01 00:00:00,"","","","Professor Prof. Theologie","1","",,,,,,,,,,,,,,,,,
241,"HiS1719","Hirzel","Salomon",,"1",1,3,"m","","",1719-01-01 00:00:00,0,"",1791-01-01 00:00:00,"","","","Oberst","1","",,,,,,,,,,,,,,,,,
242,"HiS1727","Hirzel","Salomon",,"1",1,3,"m","","",1727-01-01 00:00:00,0,"",1818-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
243,"HiS1762","Hirzel","Salomon",,"1",1,3,"m","","",1762-01-01 00:00:00,0,"",1833-01-01 00:00:00,"","","","Offizier in französischen Diensten","1","",,,,,,,,,,,,,,,,,
244,"HiS1790","Hirzel","Salomon",,"2",1,2,"m","","",1790-01-01 00:00:00,0,"",1844-01-01 00:00:00,"","","","Oberstartillerieinspektor; coronel (Ober","1","",,,,,,,,,,,,,,,,,
245,"HiS1804","Hirzel","Salomon",,"1",1,2,"m","","",1804-01-01 00:00:00,0,"",1877-01-01 00:00:00,"","","","Verlagsbuchhändler in Leibzig","1","",,,,,,,,,,,,,,,,,
246,"HiH1766","Hirzel ","Heinrich",,"1",1,3,"m","","",1766-01-01 00:00:00,0,"",1840-01-01 00:00:00,"","","","Theologieprofessor","1","",,,,,,,,,,,,,,,,,
247,"HiA1801*","Hirzel-Bürkli","Anna Margaretha",,"2",1,2,"f","","",0000-00-00 00:00:00,0,"",1816-01-01 00:00:00,"na","na","","Schwester von Bernhard","2","na",,,,,,,,,,,,,,,,,
248,"HiJ1776","Hirzel-Bürkli","Johannes",,"2",1,3,"m","","",1776-01-01 00:00:00,0,"",1884-01-01 00:00:00,"","","","Tuchhändler, Vater von Bernhard","1","",,,,,,,,,,,,,,,,,
