"id","author_name","author_id","type","genre","published","title","subtitle","publisher","location","description","source","medium","language","format","subject","rights","rights_holder","data_evaluation","authority_record","authority_organization","img","pdf_book","ext_source","field26","archive","field28","created","citation","field29"
196,,,2,8,1848-01-01 00:00:00,"Zürcher Taschenbuch (ZTB)","Die Hungersnot im Kanton Zürich in den Jahren 1816/17","","","author: Keller, J.subject: Keller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
197,,,2,,0000-00-00 00:00:00,"Recht im Spannungsfeld","","","","author: Keller, Friedrich Ludwig Kellersubject: Keller, Friedrich Ludwig Keller","Aerne, Peter: Pfarrer Bernhard Hirzel, A","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
198,,,1,1,1839-01-01 00:00:00,"Lora-Jahrbuch VI. Standort Heimatmuseum am Pfäffikersee","","","","author: Kramer, Karlsubject: Kramer","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
199,,,1,1,1940-01-01 00:00:00,"Erinnerungen an Pfäffikon und den 6.9.1839, zitiert nach der Transkription","Staub, Robert: Der Züriputsch vom 6. Herbstmonat des Jahres 1839. (Originalabschrift im LORA-Jahrbuch VI, S. 149 ff., aufbewahrt im Heimatmuseum Pfäffikon)","","Pfäffikon","author: Kramer, Karlsubject: Kramer","","",1,"Gedruckte Quellen","",0,"","Self-evaluation","",,,,,,,,,,
200,,,1,9,1989-01-01 00:00:00,"Brief","in: Mörgeli, Christoph: Der ""Züriputsch"" aus zeitgenössischer Sicht. Manuskript eines anonymen Autors in der Zentralbibliothek","","","author: Kramer, Karlsubject: Kramer","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
201,,,2,8,1668-01-01 00:00:00,"Neue Pestordnung der Statt Zürich, samt einem kurzen Bericht, wie man sich vor dieser Krankheit bewahren sölle","","","Zürich","author: Lavater, J.H.subject: Lavater","Aerne, Peter: Pfarrer Bernhard Hirzel, A","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
202,,,2,1,1803-01-01 00:00:00,"Johann Kaspar Lavaters Lebensbeschreibung","","Steiner'sche Buchhandlung","Winterthur","author: Gessner, Georgsubject: Lavater","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
203,,,1,1,1848-01-01 00:00:00,"Die neuesten Kriegsereignisse in der Schweiz veranlasst durch die Berufung der Jesuiten…, und den Sonderbund…: geschichtlich-militärisch dargestellt","","Leuthy's Verlagsbureau","Zürich   ","author: Leuthy, Johann Jakobsubject: Leuthy","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
204,,,1,1,1862-01-01 00:00:00,"Meine Lebensgeschichte","","Otto Janke","Berlin","author: Lewald, Fannysubject: Lewald","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
205,,,2,8,1891-01-01 00:00:00,"Altes und neues Regementenkränzlein, wie sich ein Regent und Oberer im Regiment und in seiner Regierung verhalten soll","","","Zürich","author: Lindinner, H.L.subject: Lindinner","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
206,,,2,,1841-01-01 00:00:00,"Die Staatsverfassung nach der heiligen Schrift","","J.J. Christen","Aarau und Thun","author: May von Rued, F.subject: May von Rued","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
207,,,2,,1872-01-01 00:00:00,"Die Frauenfrage in der Schweiz: zur Bundesrevision am 12. Mai 1872 ([von] Frau von May von Rued)","","E. Schüler","Biel","author: May von Rued, Juliesubject: May von Rued","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
208,,,1,9,1950-01-01 00:00:00,"Zürcher Taschenbuch (ZTB)","Der Briefwechsel des Ferdinand Meyers mit Johann Caspar Hess, mitgeteilt von Anton Largiadèr","","","author: Meyer, Ferdinandsubject: Meyer","","",1,"Gedruckte Quellen","",0,"","Self-evaluation","",,,,,,,,,,
209,,,2,2,2007-01-01 00:00:00,"Privatarchiv Johannes Meyer (1799-1833). 20.09.2007","PA Meyer 004. Staatsarchiv Appenzell Ausserrhoden","","Herisau","author: Zellweger, Herisausubject: Meyer","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
210,,,2,2,1851-01-01 00:00:00,"Die Volkszählung des Kantons Zürich vom 18. bis 23. März 1850, nach ihrer interessantesten Beziehung bearbeitet von Gerold Meyer von Knonau und Friedrich Vogel","","","Zürich","author: subject: Meyer von Knonau","","",1,"Zeitungen","",0,"","Self-evaluation","",,,,,,,,,,
211,,,2,8,1829-01-01 00:00:00,"Handbuch der Geschichte der Schweizerischen Eidgenossenschaft. II. Band","","Orell Füssli und Compagnie","","author: Meyer von Knonau, Ludwigsubject: Meyer von Knonau","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
212,,,1,1,1883-01-01 00:00:00,"Lebenserinnerungen 1769.1841, hrsg. V. G. Meyer von Knonau","","","Frauenfeld","author: Meyer von Knonau, Ludwigsubject: Meyer von Knonau","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
213,,,3,1,2003-01-01 00:00:00,"Meyer von Knonau Ludwig 1769-1841","","Schulthess Juristische Medien AG","Zürich","author: Regierungsratsubject: Meyer von Knonau","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
214,,,1,1,1910-01-01 00:00:00,"Zürcher Taschenbuch (ZTB)","Erlebnisse und Beobachtungen am 6.September 1839","","","author: Meyer-Ott, Wilhelmsubject: Meyer-Ott","","",1,"Gedruckte Quellen","",0,"","Self-evaluation","",,,,,,,,,,
215,367,367,1,1,1812-01-01 00:00:00,"Das Tagebuch einer Luzernerin aus dem Feldzuge nach Russland","incl. Transcription of ""Livre de Voyage""","C.J. Bucher","Luzern","author: Morel, Katharina; Bucher-Heller, Franz (Hsg.)subject: Morel","Mörgeli, Christoph: Der ""Züriputsch"" aus",,1,,,,,,,,,,,,,,,,
216,367,367,1,1,1876-01-01 00:00:00,"Livre de Voyage","","Willman-Ronca Stiftung","","author: Morel, Katharinasubject: Morel","Hauser, Albert: Vom Essen und Trinken im","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
217,367,367,1,1,1876-01-01 00:00:00,"Mémoire","","Willman-Ronca Stiftung","","author: Morel, Katharinasubject: Morel","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
218,1073,1073,2,1,1900-01-01 00:00:00,"Die wacker Frau. Katharina Morel","in: Die Schweizer Frau. Ein Familienbuch herausgegeben von Gertrud Villiger-Keller. F. Zahn. Neuenburg","Vogt & Schild","Solothurn","author: Kaiser, Isabellasubject: Morel",,,1,,,,,,,,,,,,,,,,
219,,,3,1,1943-01-01 00:00:00,"Katharina Morel 1790-1876","","Selbst. Verlag","","author: Richli, Annasubject: Morel","Mörgeli, Christoph: Der ""Züriputsch"" aus","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
220,1072,1072,3,1,1987-01-01 00:00:00,"Katharina Morel","Die Geschichte einer Luzernerin, die auszog, das Fürchten zu lernen","Kommissionsverlag Keller und Co.","Luzern","author: Sprenger-Viol, Ingesubject: Morel",,,1,,,,,,,,,,,,,,,,
221,,,3,1,1995-01-01 00:00:00,"Reisebüchlein und Memoire der Luzerner Soldatenfrau und Hotellerie-Pionierin Katharina Peyer bzw. Morel (1790-1876)","","","","author: Stutz, Heidisubject: Morel","Mörgeli, Christoph: Der ""Züriputsch"" aus","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
222,367,367,1,1,1998-01-01 00:00:00,"Das Leben der Katharina Morel. ""Ich glaube, dass ich viel geleistet habe in meinem Leben","incl. Transcription of ""Mémoire""","University Zürich","Zürich","author: Morel, Katharina; Muff, Silviasubject: Morel","Mörgeli, Christoph: Der ""Züriputsch"" aus",,1,,,,,,,,,,,,,,,,
223,,,3,1,2003-01-01 00:00:00,"Mousson Johann Heinrich Emanuel 1803-1869","","Schulthess Juristische Medien AG","Zürich","author: Regierungsratsubject: Mousson","Mörgeli, Christoph: Der ""Züriputsch"" aus","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
224,,,2,10,1730-01-01 00:00:00,"Sonntags Nachrichten von Zürich","Num. I Den 23. Hornung","","","author: Lindinner, Hans Jakobsubject: Muralt","Aerne, Peter: Pfarrer Bernhard Hirzel, A","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
225,,,2,8,1814-01-01 00:00:00,"Historische Darstellung des sittlich religiösen Zustandes der zürcherischen Kirche","","Orell Füssli","Zürich","author: Orelli, Conradsubject: Orelli","Mörgeli, Christoph: Der ""Züriputsch"" aus","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
226,,,1,18,1825-01-01 00:00:00,"Ueber den Kampf des Rationalismus mit dem Supernaturalismus","","C.F. Osiander","Tübingen","author: Orelli, Conradsubject: Orelli","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
227,,,1,1,1843-01-01 00:00:00,"Spinozas Leben und Lehre","","Verlag H. R. Sauerländer","Aarau","author: Orelli, Conradsubject: Orelli","Mörgeli, Christoph: Der ""Züriputsch"" aus","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
228,,,1,18,1839-01-01 00:00:00,"Johann Kaspar Orellis Anrede an die Studierenden der hochschule Zürich über die Berufung des Hrn. Professor Strauss vom 17.3.1839","17.3.1839","","","author: Orelli, Johann Kasparsubject: Orelli","Aerne, Peter: Pfarrer Bernhard Hirzel, A","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
229,,,1,1,1797-01-01 00:00:00,"Biographischer Versuch","","","Zürich","author: Orelli, Salomon, vonsubject: Orelli","Gubler, Bernhard Andreas: Der ""Züriputsc","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
230,,,3,1,1908-01-01 00:00:00,"Die pädagogische Anschauung Fichte und Pestalozzi",""," K.F. Bender","","author: Ehrhard, Petersubject: Pestalozzi","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
231,,,1,1,1848-01-01 00:00:00,"Meine Betheiligung an der Rathsherr Leu'schen Mordgeschichte","","Orell Füssli","Zürich","author: Pfyffer, Kasimirsubject: Pfyffer","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
232,,,2,10,1839-01-01 00:00:00,"Ankündigung von Gefangenenbefreiung zud Präsident des Zentralkomitees","7.9.1839","","","author: Freitags-Zeitungsubject: Präsident Zentralkomitee","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
233,,,1,1,1850-01-01 00:00:00,"Bekenntnisse eines Revolutionärs","","Verlagsbureau","Leipzig","author: Proudhon, Pierre-Josephsubject: Proudhon","Mörgeli, Christoph: Der ""Züriputsch"" aus","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
234,,,2,10,1839-01-01 00:00:00,"Staatsarchiv des Kanton Zürichs (StAZ). 5.9. 1839","M 1b 3: Flugschrift  von Rahn-Escher","","","author: Rahn-Eschersubject: Rahn-Escher","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
235,,,2,10,1839-01-01 00:00:00,"Rahn-Escher Hans Konrad: Ursachen, Verlauf und Nachwirkungen der Zürcher Septemberrevolution von 1839","Zürcher Taschenbuch (ZTB) 1915/1917","","","author: Guggenbühl, Gottfriedsubject: Rahn-Escher","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
236,,,2,10,1940-01-01 00:00:00,"Der Züriputsch vom 6. Herbstmonat des Jahres 1839","Hsg. Antiquarischer Verein ""Lora"" Pfäffikon","","Pfäffikon","author: unknownsubject: Rahn-Escher","Aerne, Peter: Pfarrer Bernhard Hirzel, A","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
237,,,1,1,1917-01-01 00:00:00,"Zürcher Taschenbuch (ZTB)","Ursachen, Verlauf und Nachwirkungen der Zürcher Septemberrevolution von 1839, Erinnerungen von Dr. Konrad Rahn-Escher,mitgeteilt von Gottfried Guggenbühl","","","author: Rahn-Escher, Konradsubject: Rahn-Escher","","",1,"Gedruckte Quellen","",0,"","Self-evaluation","",,,,,,,,,,
238,,,2,2,1839-01-01 00:00:00,"Verhandlungen des Grossen Rats des Kantons Zürich vom 19.9.1839","19.9.1839","","","author: subject: Rahn-Escher","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
239,,,1,1,1846-01-01 00:00:00,"Der Freischarenzug und seine Folgen","","","","author: Rudolf, Johann Martinsubject: Rudolf","Aerne, Peter: Pfarrer Bernhard Hirzel, A","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
240,,,2,2,1839-01-01 00:00:00,"Staatsarchiv des Kanton Zürichs (StAZ)","10.9.1839","","","author: subject: Ryffel","Bucher, Erwin: Die Auswirkungen des ""Zür","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
241,,,1,1,1839-01-01 00:00:00,"Pfäffikon und der 6.9.1839, zitiert nach der Transkription im Heimatmusum Pfäffikon; Original im LORA-Jahrbuch II","","","Pfäffikon","author: Schellenberg, Hans Jakobsubject: Schellenberg","","",1,"Gedruckte Quellen","",0,"","Self-evaluation","",,,,,,,,,,
242,,,1,1,1881-01-01 00:00:00,"LORA-Jahrbuch 2. Standort Heimatmuseum am Pfäffikersee","","","","author: Schellenberg, Hans Jakobsubject: Schellenberg","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
243,,,3,1,1901-01-01 00:00:00,"Geschichte der Herren von Schellenberg","Auf Grund der in den Jahrbüchern I, III, IV, V und VI veröffentlichten Regesten verfasst.  In: Jahrbuch des Historischen Vereins für das Fürstentum Liechtenstein, 1901, Bd. 1, S. 177-268","","","author: Büchel, Johann Babtistsubject: Schellenberg","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
244,,,1,1,1879-01-01 00:00:00,"Ein Lebensbild seinen Freunden gewidmet","","Selbst. Verlag","Winterthur","author: Scherer, Johann Jacobsubject: Scherer","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
245,,,1,1,1848-01-01 00:00:00,"Die Reformbewegung unserer Zeit und das Christentum","","","","author: Scherer-Broccard, Theodorsubject: Scherer-Broccard","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
246,,,1,1,1840-01-01 00:00:00,"Meine Beobachtungen, Bestrebungen und Schicksale während meines Aufenthaltes im Kanton Zürich 1825-1839","3. Heft","","St. Gallen","author: Scherr, Ignaz Thomassubject: Scherr","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
247,,,1,1,1840-01-01 00:00:00,"Meine Beobachtungen, Bestrebungen und Schicksale während meines Aufenthalts im Kanton Zürich vom Jahre 1825-1839, Periode 1825-1832","","Scheitlin und Zollikofer","St. Gallen","author: Scherr, Ignaz Thomassubject: Scherr","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
248,,,2,4,1802-01-01 00:00:00,"Die Räuber","","Die Digitale Bibliothek","","author: Schiller, Friedrichsubject: Schiller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
249,,,1,1,1850-01-01 00:00:00,"Meine Erlebnisse unter dem Berner-Freischaaren-Regiment, als Beitrag zu einer Schilderung desselben","","C. Langlois","Burgdorf","author: Schnell, Johannsubject: Schnell","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
250,,,1,17,1906-01-01 00:00:00,"Zürcher Taschenbuch (ZTB)","Aufzeichnungen über die Straussischen Bewegungen und den 6. September 1839, von Oberstlt. Friedrich Schulthess","","","author: Schulthess, Friedrichsubject: Schulthess","","",1,"Gedruckte Quellen","",0,"","Self-evaluation","",,,,,,,,,,
251,,,2,19,1710-01-01 00:00:00,"Oinologia seu dissertationum de vino secunda, sistens vini","","Gessnerus","","author: Schulthess, H.subject: Schulthess","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
252,,,1,18,1839-01-01 00:00:00,"Predigt am Eidgenössischen Bettage vor den Einberufenen Truppen","","Friedrich Schulthess","Zürich","author: Schweizer, Alexandersubject: Schweizer","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
253,,,1,1,1889-01-01 00:00:00,"Professor Dr. theol. Alexander Schweizer, Biographische Aufzeichnungen, von im selbst entworfen","Hsg. Dr. Paul Schweizer","","Zürich","author: Schweizer, Alexandersubject: Schweizer","","",1,"Gedruckte Quellen","",0,"","Self-evaluation","",,,,,,,,,,
254,,,1,9,1983-01-01 00:00:00,"Briefwechsel, herausgeg. Von Victor Conzemius, Bd. 1, bearbeitet von Heidi Bossard-Borner","","","Einsiedeln","author: Segesser, Philipp Anton, vonsubject: Segesser","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
255,532,532,1,9,1825-01-01 00:00:00,"2 Briefe an Ferd. Curti: Würzburg, 1824 und 1825","","","","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
256,532,532,2,8,1826-01-01 00:00:00,"Tell der Urner","","zGraggen","","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
257,532,532,2,,1829-01-01 00:00:00,"Ein Wort über die Landesgemeinden ","","Orell Füssli","Zürich","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
258,532,532,2,,1829-01-01 00:00:00,"Nothwendigkeit der Aufrechthaltung der Ehe und Bestrafung der Unzucht im Staate","","Xaver Meyer","","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
259,532,532,2,,1832-01-01 00:00:00,"Unterricht über die Verfassung des Kantons Luzern in Gesprächen","","Schnyder'sche Buchdruckerei","Sursee","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
260,532,532,2,,1833-01-01 00:00:00,"Das Strafrecht der Kantone Uri, Schwyz, Unterwalden, Glarus, Zug und Appenzell","","Büreau des Freimütigen","St. Gallen","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
261,532,532,1,9,1838-01-01 00:00:00,"Brief an Landschreiber K. Kälin in Einsiedeln","","","","author: Siegwart-Müller; Kälin, K.subject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
262,532,532,2,,1839-01-01 00:00:00,"Welche Garantien muss die Verfassung eines Schweizerkantons dem Christenthume leisten","","Xaver Meyer","","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
263,532,532,2,,1840-01-01 00:00:00,"Schultheiss und Kleiner Rath des Kantons Luzern an den hohen Grossen Rath desselben","","","","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
264,532,532,2,17,1840-01-01 00:00:00,"Der advokaten-prozess: Eine beitrag zur geschichte der pressfreiheit, des advokatenwessens und der rechtspflege im kanton Luzern nebst einen vorschlage zur gründung von Freidensvereinen","","A. Petermann","","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
265,532,532,2,17,1840-01-01 00:00:00,"Botschaft des Kleinen Rathes des Kantons Luzern an den Grossen Rath und Antwort darauf in der Suspensionsangelegenheit des ersten Staatsschreibers C. Siegwart-Müller","","","","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
266,,,2,,1841-01-01 00:00:00,"Oeffnet die Augen, ihr Klöstervertheidiger!: oder Blicke in die Abgründe mönchischer Verdorbenheit","","C.A. Jenni","","author: Amman, Franz Sebastian; Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
267,532,532,2,,1844-01-01 00:00:00,"Präsidialvortrag seiner Exzellenz des Herrn Schultheissen Constantin Siegwart-Müller, bei Eröffnung der ordentlichen Tagsatzung, Montags den 1. Heumonat 1844","","","","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
268,532,532,2,17,1844-01-01 00:00:00,"Kreisschreiben des eidgenössischen Vororts Luzern an sämmtliche eidgenössische Stände betreffend die seit dem Jahr 1815 statt gehabten eidgenössischen Interventionen","","Meyer'sche Buchdruckerei","","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
269,532,532,2,14,1844-01-01 00:00:00,"Manifest der katholischen Stände Luzern, Uri, Schwyz, Unterwalden ob und nid dem Wald, Zug und Freiburg an sämmtliche eidgenössische Stände","","","","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
270,532,532,1,18,1844-01-01 00:00:00,"Präsidialvortrag seiner Excellenz des Herrn Schultheissen Constantin Siegwart-Müller bei Eröffnung der ausserordentlichen Tagsatzung: Dienstags den 25. Brachmonat 1844","","","","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
271,532,532,2,14,1844-01-01 00:00:00,"Manifeste des Cantons Catholiques de Lucerne, Uri, Schwytz, Unterwalden haut et bas, Zug et Fribourg, à tous les Etats Confédérés","","Imprimerie de Léonce Schmid-Roth","","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","Bucher, Erwin: Die Auswirkungen des ""Zür","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
272,532,532,2,,1845-01-01 00:00:00,"Vortrag der Gesandtschaft von Luzern, gehalten auf der ausserordentlichen Tagsatzung zu Zürich den 16. April 1845","","Gebr. Räber","","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
273,532,532,2,,1845-01-01 00:00:00,"Verhandlungen der Ruswyler-Versammlung vom 20. August 1845","","Gebr. Räber","","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
274,532,532,1,9,1849-01-01 00:00:00,"Brief von Hrn. Siegwart-Müller an das Kriminal-Verhöramt in Luzern","","Jung und Munsch","","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
275,532,532,2,14,1856-01-01 00:00:00,"Eingabe des Herrn Siegwart-Müller, gew. Schultheiss des Kantons Luzern, an den Bundesrath zuhanden der h. Bundesversammlung: (vom 17. Juni 1856) : (Rechtfertigung gegen den Vorwurf des Landesverrates).","","","","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
276,532,532,1,9,1856-01-01 00:00:00,"Lettre de M. Siegwart-Müller, ancien avoyer du Canton de Lucerne, au Conseil fédéral, pour être communiqué à la Haute Assemblée fédérale: du 17 juin 1856","","","","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
277,532,532,1,1,1863-01-01 00:00:00,"Ratsherr Josef Leu von Ebersol","","","Altdorf","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
278,532,532,1,1,1864-01-01 00:00:00,"Der Kampf zwischen Recht und Gewalt in der Schweizerischen Eidgenossenschaft und mein Antheil daran, Altdorf","","","Altdorf","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
279,532,532,1,1,1866-01-01 00:00:00,"Der Sieg der Gewalt über das Recht in der Schweizerischen Eidgenossenschaft","","","Altdorf","author: Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
280,,,2,1,1869-01-01 00:00:00,"Siegwart","","","","author: Segesser, Philipp Anton, von; Siegwart-Müller, Constantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
281,532,532,2,,1872-01-01 00:00:00,"Römische Quellen für die Reformationsgeschichte der Schweiz","","B. Schwendimann","","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
282,532,532,2,,1872-01-01 00:00:00,"Venetianische Quellen für die Reformationsgeschichte der Schweiz","","B. Schwendimann","","author: Siegwart-Müllersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
283,532,532,1,18,1909-01-01 00:00:00,"Eine Denkschrift Konstantin Siegwart-Müllers vom 27. Juli 1847","","","","author: Siegwart-Müller, Constantin; Kaiserfeld, Moriz, vonsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
284,532,532,1,9,1923-01-01 00:00:00,"Briefe von Konstantin Siegwart-Müller an Friedrich von Hurter: Beilage zum Jahresbericht der Kantonalen Lehranstalt Sarnen 1923/24, Part 1","","Kant. Lehranstalt","","author: Siegwart-Müller, Constantin; Hurter, Friedrich Emanuel, von; Schwerer, Emmanuel subject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
285,532,532,1,9,1924-01-01 00:00:00,"Briefe an Friedrich von Hurter, herausg. Von Emanuel Scherer","1. Teil Beilage zum Jahresbericht der kantonalen Lehranstalt Sarnen 1923/24","","Sarnen","author: Siegwart-Müller, Konstantinsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
286,532,532,1,9,1927-01-01 00:00:00,"Briefe von Konstantin Siegwart-Müller an P. Leodegar Kretz, OSB","","Ehrli","","author: Siegwart-Müller, Constantin; Kretz, Leodegardsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
287,,,3,1,1948-01-01 00:00:00,"Der Landesverrat des Sonderbundes: ein Beitrage zur Schweizergeschichte mit Briefen Siegwarts","","Vogt & Schild","","author: Graber, Adolphsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
288,,,3,8,1952-01-01 00:00:00,"Der Stellungswechsel Konstantin Siegwart-Müllers 1839-1840","Teildruck","H. Faber & Co. ","Wien","author: Rüf, Elisabethsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
289,,,3,8,2003-01-01 00:00:00,"„... in ewiger Freundschaft..."" - Die Stammbücher
des beginnenden 19. Jahrhunderts unter besonderer
Berücksichtigung der Stammbücher von Theresia
Kravogl und Ignaz von Pallaus","Veröffentlichungen des Tiroler Landesmuseums Ferdinandeum 83/2003","","Innsbruck","author: Guano, Alexandersubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
290,,,3,8,2013-01-01 00:00:00,"Rundbrief 6","","","","author: Familienverband Siegwartsubject: Siegwart-Müller","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
291,,,1,1,1839-01-01 00:00:00,"Die Bedeutung des Kampfes der liberalen katholischen Schweiz mit der römischen Kurie","","Jent und Gassman","Solothurn","author: Snell, Ludwisubject: Snell","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
292,,,1,1,1844-01-01 00:00:00,"Drei Tage aus dem Leben eines Zürcherischen Geistlichen (Roman)","","Literarisches Comptoir","Zürich und Winterthur","author: Lebrecht, Hanssubject: Staub","Mörgeli, Christoph: Der ""Züriputsch"" aus","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
293,,,1,1,1845-01-01 00:00:00,"Der Freischärler und seine Familie","","Verlagsbureau","Leibzig","author: Staub, Johannessubject: Staub","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
294,,,2,,1835-01-01 00:00:00,"Das Leben Jesu, kritisch bearbeitet","","Wiss. Buchges. [Abt. Verl.]","Darmstadt/Tübingen","author: Strauss, David Friedrichsubject: Strauss","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
295,,,2,,1837-01-01 00:00:00,"Streitschriften zur Verteidigung meiner Schrift über das Leben Jesu und zur Charakteristik der gegenwärtigen Theologie","","","","author: Strauss, David Friedrichsubject: Strauss","","",1,"","",0,"","Self-evaluation","",,,,,,,,,,
