"id","user_id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","viaf_no","authority_record","authority_organization"
"198",\N,"GrE1795",\N,\N,"4","1","4","2","Grossmann","Elisabetha",\N,"1795-01-01 00:00:00",\N,\N,"1858-01-01 00:00:00",\N,\N,\N,"Biographer","1",\N,\N,\N
"199",\N,"GrA1749",\N,\N,"3","1","5","2","Grün","Albertine, von",\N,"1749-01-01 00:00:00",\N,\N,"1792-01-01 00:00:00","na","na",\N,"German poet.","2",\N,"na","0"
"200",\N,"GrH1819",\N,\N,"1","1","2","1","Grunholzer","Heinrich",\N,"1819-01-01 00:00:00","Bauma (ZH)",\N,"1873-01-01 00:00:00",\N,\N,\N,"Sekundarlehrer, Seminardirektor, Industrieller","1",\N,\N,\N
"201",\N,"Guard0000",\N,\N,"2","1","3","1","Guard",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"202",\N,"GuJ1807",\N,\N,"1","1","2","1","Gubler","Johannes",\N,"1807-01-01 00:00:00","Pfäffikon",\N,\N,\N,\N,\N,"unbekannt","1",\N,\N,\N
"203",\N,"GueSxxxx",\N,\N,"3","1","5","1","Guex","Sébastien",\N,\N,\N,\N,\N,\N,\N,\N,"model of consensus…","1",\N,\N,\N
"204",\N,"GvMU0000",\N,\N,"2","1","6","1","Gugelberg v. Moos","Ulisses",\N,\N,\N,\N,\N,\N,\N,\N,"Bündner im Regiment Roll","2",\N,"na","0"
"205",\N,"GuG1845",\N,\N,"2","1","3","2","Guillaume-Schack","Gertrud",\N,"1845-01-01 00:00:00",\N,\N,"1903-01-01 00:00:00","na","na",\N,\N,"4",\N,"233789078","0"
"206",\N,"GuH1801",\N,\N,"1","1","2","1","Gujer","Heinrich",\N,"1801-01-01 00:00:00","Kempten/Bauma (ZH)",\N,"1868-01-01 00:00:00",\N,\N,\N,"Müller","1",\N,\N,\N
"207",\N,"Gysi1803",\N,\N,"2","1","3","1","Gysi-Schinz","Heinrich",\N,"1803-01-01 00:00:00",\N,\N,"1878-01-01 00:00:00",\N,\N,\N,"Stadtrat, Präsident Stadtpolizei, Freemason","2",\N,"na","0"
"208",\N,"HaA1281",\N,\N,"4","1","4","2","Habsburg","Agnes, von","Agnes von Ungarn,","1281-01-01 00:00:00",\N,\N,"1364-01-01 00:00:00","Königsfelden","na",\N,\N,"4",\N,"15645841","0"
"209",\N,"HaA1708",\N,\N,"3","1","5","1","Haller","Albrecht, von",\N,"1708-01-01 00:00:00",\N,\N,"1777-01-01 00:00:00",\N,\N,\N,"CH – opponent to Voltaire","1",\N,\N,\N
"210",\N,"HSdGA1808",\N,\N,"2","1","3","1","Haller, Seigneur de Goumoen","Albert",\N,"1808-01-01 00:00:00","Bern",\N,"1858-01-01 00:00:00","Chur, Switzerland","Bern, Switzerland",\N,"Berner Hauptmann im Bockenkrieg","1",\N,\N,\N
"211",\N,"HaHH0000",\N,\N,"2","1","3","1","Hartmeyer","Hans Heinrich",\N,\N,"Mönchaltorf",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger)","2",\N,"na","0"
"212",\N,"Hauser0000",\N,\N,"2","1","3","1","Hauser",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"213",\N,"He0000",\N,\N,"2","1","3","1","Heer",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Dekan Phil. Fakultät","2",\N,"na","0"
"214",\N,"HeGWF1770",\N,\N,"3","1","5","1","Hegel","Georg Willhelm Friedrich",\N,"1770-01-01 00:00:00",\N,\N,"1831-01-01 00:00:00","Berlin, Prussia","Stuttgart, Württemberg",\N,"unversal history","4",\N,"89774942","0"
"215",\N,"HeJ1789",\N,\N,"1","1","2","1","Hegetschweiler","Johannes",\N,"1789-01-01 00:00:00","Rifferswil/Stäfa",\N,"1839-01-01 00:00:00",\N,\N,\N,"Arzt, Naturwissenschaftler, Alpinist","1",\N,\N,\N
"216",\N,"HeG0000",\N,\N,"2","1","1","1","Heidegger","Georg",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"217",\N,"HeGF1785",\N,\N,"2","1","3","1","Heilmann","Georg Friedrich",\N,"1785-01-01 00:00:00",\N,\N,"1862-01-01 00:00:00","Biel, Switzerland","Biel, Switzerland",\N,\N,"4",\N,"45199718","0"
"218",\N,"HeMoeM1845",\N,\N,"4","1","4","2","Heim-Vögtlin","Marie",\N,"1845-01-01 00:00:00",\N,\N,"1916-01-01 00:00:00","Zürich, Switzerland","Bözen",\N,\N,"4",\N,"95186121","0"
"219",\N,"HeJR0000",\N,\N,"2","1","1","1","Heiz","Johann Rudolf",\N,\N,"Albisrieden",\N,\N,"na","na",\N,"around 1846-1870","1",\N,\N,\N
"220",\N,"HeF1741",\N,\N,"1","1","3","1","Herder","Felix",\N,"1741-01-01 00:00:00",\N,\N,"1810-01-01 00:00:00",\N,\N,\N,"Pfarrer Kirche zu Predigern 1810","1",\N,\N,\N
"221",\N,"HeJG1744",\N,\N,"3","1","5","1","Herder","Johann Gottfried",\N,"1744-01-01 00:00:00",\N,\N,"1803-01-01 00:00:00","Weimar, Saxe-Weimar","Mohrungen, East Prussia, Kingdom of Prussia",\N,"„romantisch-nationale Geschichtsauffassung“ (Tuchtenhagen, 2011) (p. 44)","4",\N,"95187266","0"
"222",\N,"HeN1818",\N,\N,"2","1","3","1","Hermann","Nicolaus",\N,"1818-01-01 00:00:00",\N,\N,"1888-01-01 00:00:00","Sachseln, Switzerland","Sachseln, Switzerland",\N,\N,"4",\N,"232589443","0"
"223",\N,"HeD1697",\N,\N,"3","1","5","1","Herrliberger","David",\N,"1697-01-01 00:00:00",\N,\N,"1777-01-01 00:00:00",\N,\N,\N,"Zürcher Kupferstechers. «Neue und vollständige Topographie der Eidgnossschaft» des ","2",\N,"na","0"
"224",\N,"HeSiE1817",\N,\N,"4","1","4","2","Herwegh-Siegmund","Emma",\N,"1817-01-01 00:00:00",\N,\N,"1904-01-01 00:00:00","Paris, France","Magdeburg",\N,"historiography of the French revolutions (E. Herwegh, 1849) and its influence on men like Wedekind (Krausnick, 2013) – women’s rights (E. Herwegh, 1998) – political orientation in letters with her husband (G. Herwegh & Herwegh, 1898) - more in (Wedel, 2010) (p. 335) - ","4",\N,"10605395","1"
"225",\N,"HeHJ1764",\N,\N,"3","1","5","2","Herz","Henriette (Julie) ",\N,"1764-01-01 00:00:00","Berlin",\N,"1847-01-01 00:00:00",\N,\N,\N,"– salonnière in Berlin – expects reconstitution of (natural) liberal rights in the beginning of French Revolution and suffers great deception (Vahsen, 2000) (p. 50) – they see the cause of the brutalisation of the revolution in the change of the revolutionary leaders and the building of parties (especially the Jacobin lobby making) instead of being led by virtue. – she belongs to a rather conservative anti-revolutionary opinion","1",\N,\N,\N
"227",\N,"HeT1860",\N,\N,"2","1","3","1","Herzl","Theodor",\N,"1860-01-01 00:00:00",\N,\N,"1904-01-01 00:00:00","Edlach, Austria-Hungary","Budapest, Kingdom of Hungary",\N,\N,"4",\N,"76317061","0"
"228",\N,"HeJC1793",\N,\N,"2","1","3","1","Hess","Johann Caspar",\N,"1793-01-01 00:00:00",\N,\N,"1858-01-01 00:00:00",\N,\N,\N,"Briefwechsel mit Conrad Ferdinand Meyer, married with Anna Maria Corrodi","1",\N,\N,\N
"229",\N,"HeJJ1791",\N,\N,"1","1","2","1","Hess","Johann Jakob",\N,"1791-01-01 00:00:00","Zürich",\N,"1857-01-01 00:00:00",\N,\N,\N,"Bürgermeister, Präsident des Polizeirates","1",\N,\N,\N
"230",\N,"HeS1763",\N,\N,"1","1","3","1","Hess","Salomon",\N,"1763-01-01 00:00:00",\N,\N,"1837-01-01 00:00:00",\N,\N,\N,"Diacon St. Peter","1",\N,\N,\N
"231",\N,"HeM1797",\N,\N,"1","1","1","2","Heusser-Schweizer","Anna Margaretha Barbara (Meta)",\N,"1797-01-01 00:00:00","Zürich",\N,"1876-01-01 00:00:00","Hirzel, Zürich, Switzerland","Hirzel, Zürich, Switzerland",\N,"Arztfrau und Dichterin","4",\N,"20440576","0"
"232",\N,"Hi853§",\N,\N,"2","1","5","2","Hildegard",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Princess Abbess of the Imperial Abbey of Fraumünster (Zürich). Received the abbey as a donation from her father Louis the German, grandson of Charlemagne.","1",\N,\N,\N
"233",\N,"HiC 1833",\N,\N,"2","1","3","1","Hilty","Carl",\N,"1833-01-01 00:00:00",\N,\N,"1909-01-01 00:00:00","Clarens, Switzerland","Grabs, Switzerland",\N,\N,"4",\N,"3265317","0"
"234",\N,"HiB1807",\N,\N,"1","1","1","1","Hirzel","Bernhard",\N,"1807-01-01 00:00:00","Pfäffikon (ZH)",\N,"1847-01-01 00:00:00","Paris, France","Enge, Zürich, Switzerland",\N,"Pfarrer, Theologe, Orientalist","4",\N,"776315","0"
"235",\N,"HiCM1793",\N,\N,"1","1","2","1","Hirzel","Conrad Melchior",\N,"1793-01-01 00:00:00","Zürich",\N,"1843-01-01 00:00:00",\N,\N,\N,"Bürgermeister   , Onkel von Bernhard Hirzel","1",\N,\N,\N
"236",\N,"HiHC1751",\N,\N,"1","1","3","1","Hirzel","Hans Caspar",\N,"1751-01-01 00:00:00",\N,\N,"1817-01-01 00:00:00",\N,\N,\N,"Stadtarzt","1",\N,\N,\N
"237",\N,"HiHC1798",\N,\N,"2","1","3","1","Hirzel","Hans Caspar",\N,"1798-01-01 00:00:00",\N,\N,"1866-01-01 00:00:00",\N,\N,\N,"Professor of Philosophy in the Carolinum. 1866 suicide, possibly because of bankrupcy.","4",\N,"81755492","0"
"238",\N,"HiJC1749",\N,\N,"2","1","3","1","Hirzel","Johannes",\N,"1749-01-01 00:00:00",\N,\N,"1813-01-01 00:00:00",\N,\N,\N,"Grossvater Bernhards","1",\N,\N,\N
"239",\N,"HiJ1803",\N,\N,"2","1","2","1","Hirzel","Johannes",\N,"1803-01-01 00:00:00",\N,\N,"1865-01-01 00:00:00",\N,\N,\N,"Tuscher, Presser, Bruder von Bernhard","1",\N,\N,\N
"240",\N,"HiL1801",\N,\N,"2","1","2","1","Hirzel","Ludwig",\N,"1801-01-01 00:00:00",\N,\N,"1841-01-01 00:00:00",\N,\N,\N,"Professor Prof. Theologie","1",\N,\N,\N
"241",\N,"HiS1719",\N,\N,"1","1","3","1","Hirzel","Salomon",\N,"1719-01-01 00:00:00",\N,\N,"1791-01-01 00:00:00",\N,\N,\N,"Oberst","1",\N,\N,\N
"242",\N,"HiS1727",\N,\N,"1","1","3","1","Hirzel","Salomon",\N,"1727-01-01 00:00:00",\N,\N,"1818-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"243",\N,"HiS1762",\N,\N,"1","1","3","1","Hirzel","Salomon",\N,"1762-01-01 00:00:00",\N,\N,"1833-01-01 00:00:00",\N,\N,\N,"Offizier in französischen Diensten","1",\N,\N,\N
"244",\N,"HiS1790",\N,\N,"2","1","2","1","Hirzel","Salomon",\N,"1790-01-01 00:00:00",\N,\N,"1844-01-01 00:00:00",\N,\N,\N,"Oberstartillerieinspektor; coronel (Oberst) during Züriputsch.
","1",\N,"80570408",\N
"245",\N,"HiS1804",\N,\N,"1","1","2","1","Hirzel","Salomon",\N,"1804-01-01 00:00:00",\N,\N,"1877-01-01 00:00:00",\N,\N,\N,"Verlagsbuchhändler in Leibzig","1",\N,\N,\N
"246",\N,"HiH1766",\N,\N,"1","1","3","1","Hirzel ","Heinrich",\N,"1766-01-01 00:00:00",\N,\N,"1840-01-01 00:00:00",\N,\N,\N,"Theologieprofessor","1",\N,\N,\N
"247",\N,"HiA1801*",\N,\N,"2","1","2","2","Hirzel-Bürkli","Anna Margaretha",\N,\N,\N,\N,"1816-01-01 00:00:00","na","na",\N,"Schwester von Bernhard","2",\N,"na","0"
"248",\N,"HiJ1776",\N,\N,"2","1","3","1","Hirzel-Bürkli","Johannes",\N,"1776-01-01 00:00:00",\N,\N,"1884-01-01 00:00:00",\N,\N,\N,"Tuchhändler, Vater von Bernhard","1",\N,\N,\N
"249",\N,"HiM1778",\N,\N,"2","1","3","2","Hirzel-Bürkli","Margaretha",\N,"1778-01-01 00:00:00",\N,\N,"1851-01-01 00:00:00","na","na",\N,"Mutter von Bernhard","2",\N,"na","0"
"250",\N,"HiHC1800",\N,\N,"1","1","2","1","Hirzel-Escher","Hans Caspar",\N,"1800-01-01 00:00:00",\N,\N,"1883-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"251",\N,"HiJC1792",\N,\N,"2","1","2","1","Hirzel-Escher","Johann Caspar",\N,"1792-01-01 00:00:00",\N,\N,"1851-01-01 00:00:00",\N,\N,\N,"Regierungsrat","1",\N,\N,\N
"252",\N,"HoJ1820",\N,\N,"1","1","2","1","Hofmann","Johannes",\N,"1820-01-01 00:00:00","Kloten",\N,\N,\N,\N,\N,"Tischler-Lehrling in Zürich","1",\N,\N,\N
"253",\N,"HoA1758",\N,\N,"3","1","5","2","Holst","Amalia",\N,"1758-01-01 00:00:00",\N,\N,"1829-01-01 00:00:00","na","na",\N,"She was a German writer, intellectual, and feminist. Her work examined traditional pedagogy and challenged Enlightenment writers such as Jean-Jacques Rousseau. She is often called the German counterpart to Mary Wollstonecraft (Wikipedia).","2",\N,"na","0"
"254",\N,"HoE1839",\N,\N,"2","1","3","2","Honegger","Elise",\N,"1839-01-01 00:00:00",\N,\N,"1912-01-01 00:00:00","Rotmonten, St. Gallen, Switzerland","Stäfa, Zürich, Switzerland",\N,"corrector and co-editor of the ""Republican""","4",\N,"295678702","0"
"255",\N,"HoJJ1652",\N,\N,"2","1","3","1","Hottinger","Johann Jakob",\N,"1652-01-01 00:00:00",\N,\N,"1735-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",\N,\N,"4",\N,"D10680","0"
"256",\N,"Ho1783",\N,\N,"3","1","5","1","Hottinger",\N,\N,"1783-01-01 00:00:00",\N,\N,"1860-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",\N,"Professor of philology at the Carolinum in Zürich. Vizepräsident Erziehungsrat. since 1749 Schweizer Monatchronik – modern version of chronicle (Schweizerische monats-chronik, Volumes 13-14 (Google eBook), 1828) redigiert by Johann Jakob Hottinger","4",\N,"19835905","0"
"257",\N,"Ho0000",\N,\N,"2","1","3","1","Hotz",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"258",\N,"HuT1764",\N,\N,"3","1","5","2","Huber","Therese",\N,"1764-01-01 00:00:00",\N,\N,"1829-01-01 00:00:00","Augsburg","Heyne, Göttingen",\N,"was a German author. She was one of the so-called Universitätsmamsellen, a group of five academically active women during the 18th-and 19th century, daughters of academics on Göttingen University, alongside Meta Forkel-Liebeskind, Caroline Schelling, Philippine Engelhard, and Dorothea Schlözer.","4",\N,"29584708","0"
"259",\N,"Hu0000",\N,\N,"2","1","3","1","Huber",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"260",\N,"HuR1864",\N,\N,"3","1","5","2","Huch","Riccarda",\N,"1864-01-01 00:00:00",\N,\N,"1947-01-01 00:00:00","na","na",\N,"also pseudonym Richard Hugo - Der Bundesschwur. Lustspiel mit Benutzung der historischen Ereignisse in der schweizerischen Eidgenossenschaft vom Jahre 1798. Zürich 1890 [11] (veröffentlicht unter dem Namen Richard Hugo) - Die Hugenottin. Historische Novelle. In: Schweizerische Rundschau 1892; als Buch Bern 1932 - Die Neutralität der Eidgenossenschaft besonders der Orte Zürich und Bern während des spanischen Erbfolgekrieges. Diss. Zürich 1892 - Der große Krieg in Deutschland, historischer Roman. Bd. 1-3. Leipzig 1912-1914 (neu hg. als: Der Dreißigjährige Krieg, Leipzig 1929). - Jeremias Gotthelfs Weltanschauung. Vortrag. Bern 1917 - Alte und neue Götter (1848). Die Revolution des 19. Jahrhunderts in Deutschland. Berlin und Zürich 1930 (später als: 1848. Die Revolution des 19. Jahrhunderts in Deutschland. 1948) - Deutsche Geschichte. 1934-49 - Römisches Reich Deutscher Nation. Bd. 1. Berlin 1934 - Das Zeitalter der Glaubensspaltung. Bd. 2. Zürich 1937 - Untergang des Römischen Reiches Deutscher Nation. Bd. 3. Zürich 1949 - Frühling in der Schweiz. Autobiographische Darstellung. Zürich 1938 --> Swiss neutrality","2",\N,"na","0"
"261",\N,"HuD1711",\N,\N,"2","1","5","1","Hume","David",\N,"1711-01-01 00:00:00",\N,\N,"1777-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"262",\N,"Hue 0000",\N,\N,"2","1","3","1","Hüni",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"263",\N,"Hüni0000",\N,\N,"2","1","3","1","Hüni",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"264",\N,"GrKxxxx",\N,\N,"5","1","2","1","Grob","Konrad  ",\N,\N,\N,\N,\N,\N,\N,\N,"Grob found Siegwart-Müller interesting","1",\N,\N,\N
"265",\N,"KrTxxxx",\N,\N,"5","1","2","2","Kravogel","Theresia",\N,\N,\N,\N,\N,\N,\N,\N,"Siegwart-Müller hided in Kravogel's house from 23.12.1847-23.7.1848","1",\N,\N,\N
"266",\N,"HueJJ1796",\N,\N,"1","1","2","1","Hürlimann-Landis","Johann Jakob",\N,"1796-01-01 00:00:00","Richterswil",\N,"1853-01-01 00:00:00",\N,\N,\N,"Fabrikant","1",\N,\N,\N
"267",\N,"IHoU1917",\N,\N,"3","1","5","1","Im Hof","Ulrich",\N,"1917-01-01 00:00:00",\N,\N,"2001-01-01 00:00:00",\N,\N,\N,"Swiss historian","1",\N,\N,\N
"268",\N,"IsI1728",\N,\N,"3","1","5","1","Iselin","Isaak",\N,"1728-01-01 00:00:00",\N,\N,"1782-01-01 00:00:00",\N,\N,\N,"Schweizer Geschichtsphilosoph und Publizist","1",\N,\N,\N
"269",\N,"IsJR1764",\N,\N,"3","1","5","1","Iselin","Johann Rudolf",\N,"1764-01-01 00:00:00",\N,\N,"1829-01-01 00:00:00",\N,\N,\N,"first publication of Aegidius Tschudi’s Wilhelm Tell saga (1734/36)","4",\N,"29584708","0"
"270",\N,"IsB0000",\N,\N,"2","1","6","1","Isler","Bernhard",\N,\N,\N,\N,\N,\N,\N,\N,"Lieutenant in napoleonischen Diensten","2",\N,"na","0"
"271",\N,"JaFH1743",\N,\N,"2","1","3","1","Jacobi","Friedrich Heinrich",\N,"1743-01-01 00:00:00",\N,\N,"1819-01-01 00:00:00",\N,\N,\N,"Idol der Radikalen","1",\N,\N,\N
"272",\N,"JaJ1829",\N,\N,"3","1","5","1","Janssen","Johannes",\N,"1829-01-01 00:00:00",\N,\N,"1891-01-01 00:00:00",\N,\N,\N,"Geschichte des Deutschen Volkes seit dem Ausgang des Mittelalters","1",\N,\N,\N
"273",\N,"JoAH1779",\N,\N,"2","1","2","1","Jomini","Antoine-Henri",\N,"1779-01-01 00:00:00",\N,\N,"1869-01-01 00:00:00","Passy, Paris, France","Peyern, Switzerland",\N,\N,"4",\N,"95148526","0"
"274",\N,"JoM0000",\N,\N,"2","1","3","1","Jorio","Marco",\N,\N,\N,\N,\N,\N,\N,\N,"restaurativer Ultra in Luzern","2",\N,"na","0"
"275",\N,"JuJ1786",\N,\N,"1","1","2","1","Jucker","Jakob",\N,"1786-01-01 00:00:00","Bauma (ZH)/Zürich",\N,"1839-01-01 00:00:00",\N,\N,\N,"sehr arm, arbeitet auf Hof des Vaters","1",\N,\N,\N
"276",\N,"JuA0000",\N,\N,"2","1","6","1","Jullien*","A.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"277",\N,"KaeW1901",\N,\N,"3","1","5","1","Kaegi","Werner",\N,"1901-01-01 00:00:00",\N,\N,"1979-01-01 00:00:00",\N,\N,\N,"emphasized importance of the “Kleinstaat”, legends about Swiss origin and unity (Universität Basel, 2010) (Vgl. Werner Kaegi: Der Kleinstaat im europäischen  Denken (Juli 1938); Die Rheingrenze in der Geschichte Alemanniens (April 1940); Entstehung der Nationen (Mai/November 1940) erschienen im Sammelband: Historische Medidationen (Bd.I). Zürich 1942.)","1",\N,\N,\N
"278",\N,"KaeJ1783",\N,\N,"1","1","3","1","Kägi","Jakob",\N,"1783-01-01 00:00:00","Bauma (ZH)/Zürich",\N,"1839-01-01 00:00:00",\N,\N,\N,"Viehloser Bauer, Baumwollspinner, Kleinhändler, sehr arm","1",\N,\N,\N
"279",\N,"KaeJJ0000",\N,\N,"2","1","6","1","Kägi","Johann Jakob",\N,\N,"Fälmis, Bauma (ZH)",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger)","2",\N,"na","0"
"280",\N,"KaeJ1816",\N,\N,"1","1","2","1","Kägi","Johannes",\N,"1816-01-01 00:00:00","Bauma (ZH)/ ",\N,\N,\N,\N,\N,"Blattmacher","1",\N,\N,\N
"281",\N,"KaI1724",\N,\N,"3","1","5","1","Kant","Immanuel",\N,"1724-01-01 00:00:00","wrote allgemeine Geschichte (1784)",\N,"1804-01-01 00:00:00","Königsberg, Germany","Königsberg, Germany",\N,\N,"4",\N,"82088490","0"
"282",\N,"KeA1805",\N,\N,"2","1","3","1","Keller","Augustin",\N,"1805-01-01 00:00:00",\N,\N,"1883-01-01 00:00:00","Lenzburg, Swizterland","Sarmenstorf, Switzerland",\N,"antiklerikaler katholischer Grossrat im Aargau, hub die Klöster auf und verstösst dadurch gegen Bundesvertrag","4",\N,"15564360","0"
"283",\N,"KeF 0000",\N,\N,"3","1","5","1","Keller","Ferdinand",\N,\N,\N,\N,\N,\N,\N,\N,"extension of history through into the megalithic period Pfahlbauer theory by Ferdinan Keller (F. Keller, 1854, 1858, 1860, 1861, 1863, 1866, 1876, 1879) – archeology (F. Keller, 1874) architecture (F. Keller, 1838, 1841, 1844b) as part of historiography – contacts with Islamic cultures (F. Keller, 1856) in Zürich – Helvetii pagan culture (F. Keller, 1844a, 1846, 1869)","1",\N,\N,\N
"284",\N,"KeG1819",\N,\N,"3","1","5","1","Keller","Gottfried",\N,"1819-01-01 00:00:00",\N,\N,"1890-01-01 00:00:00","Zürich","Zürich",\N,"Swiss poet. Historiographer. Wrote Der Landvogt von Greifensee","4",\N,"102319551","0"
"285",\N,"KeH1798",\N,\N,"1","1","2","1","Keller   ","Heinrich",\N,"1798-01-01 00:00:00","Turbental",\N,\N,\N,\N,\N,"unbekannt","1",\N,\N,\N
"286",\N,"KeFL1799",\N,\N,"1","1","2","1","Keller vom Steinbock (Dr.)","Friedrich Ludwig",\N,"1799-01-01 00:00:00","Zürich/Berlin",\N,"1860-01-01 00:00:00","Berlin","Zürich, Switzerland",\N,\N,"4",\N,"39718875","0"
"287",\N,"KeSpE1853",\N,\N,"4","1","4","2","Kempin-Spyri","Emilie",\N,"1853-01-01 00:00:00",\N,\N,"1901-01-01 00:00:00","na","na",\N,\N,"2",\N,"na","0"
"288",\N,"KlO1822",\N,\N,"3","1","5","1","Klopp","Onno",\N,"1822-01-01 00:00:00",\N,\N,"1903-01-01 00:00:00",\N,\N,\N,"ultramontane, historiographer","1",\N,\N,\N
"289",\N,"KnSB0000",\N,\N,"3","1","5","2","Knab","Susanna Barbara",\N,\N,\N,\N,\N,"na","na",\N,\N,"2",\N,"na","0"
"290",\N,"KoePxxxx",\N,\N,"3","1","5","1","König","Paul",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"291",\N,"KoJE1782",\N,\N,"2","1","2","1","Kopp","Josef Eutych",\N,"1782-01-01 00:00:00",\N,\N,"1851-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"292",\N,"Ko0000",\N,\N,"2","1","3","1","Kopp",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"293",\N,"KoT1746",\N,\N,"2","1","3","1","Kosciusko","Tadeusz",\N,"1746-01-01 00:00:00","Solothurn",\N,"1817-01-01 00:00:00","Solothurn, Switzerland","Polish–Lithuanian Commonwealth",\N,"Politischer Flüchtling aus Polen in Solothurn","4",\N,"61554270","0"
"294",\N,"KrK0000",\N,\N,"1","1","6","1","Kramer","Karl ",\N,\N,"Pfäffikon (ZH), aus Sachsen",\N,\N,\N,\N,\N,"erster Sekundarlehrer in Pfäffikon","1",\N,\N,\N
"295",\N,"Krauer0000",\N,\N,"2","1","3","1","Krauer",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"296",\N,"KrG1943",\N,\N,"3","1","5","1","Kreis","Georg",\N,"1943-01-01 00:00:00",\N,\N,\N,\N,\N,\N,"Swiss historian","1",\N,\N,\N
"297",\N,"KrH1809",\N,\N,"1","1","2","1","Kreis","Heinrich",\N,"1809-01-01 00:00:00","Wila/",\N,\N,\N,\N,\N,"Taglöhner und Weber","1",\N,\N,\N
"298",\N,"KueF0000",\N,\N,"2","1","3","1","Kündig","Felix",\N,\N,"Altlandenberg",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger)","1",\N,\N,\N
"299",\N,"KueJ0000",\N,\N,"2","1","3","1","Kündig","Jakob",\N,\N,"Grüningen",\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"300",\N,"KuH1793",\N,\N,"2","1","2","1","Kunz","Heinrich",\N,"1793-01-01 00:00:00","Oetwil am See",\N,"1859-01-01 00:00:00",\N,\N,\N,"der Europäische ""Spinnerkönig""","1",\N,\N,\N
"301",\N,"KuG1890",\N,\N,"2","1","3","2","Kurz","Gertrud",\N,"1890-01-01 00:00:00",\N,\N,\N,"na","na",\N,\N,"2",\N,"na","0"
"302",\N,"KuHRxxxx",\N,\N,"3","1","5","1","Kurz","Hans Rudolf",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"304",\N,"KueJ1820*",\N,\N,"2","1","3","2","Küstner","Johanna","Küstner-Fröbel",\N,"Dresden",\N,"1888-01-01 00:00:00","na","na",\N,\N,"4",\N,"25032888","0"
"305",\N,"HaFC1754",\N,\N,"2","1","2","1","La Harpe","Frédéric-César, de",\N,"1754-01-01 00:00:00","Rolle/Lausanne",\N,"1838-01-01 00:00:00",\N,\N,\N,"Politiker, Erzieher des Zaren Alexander I.","1",\N,\N,\N
