"game_agent_id","agent_name","id","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization","memberID"
"191",\N,"191",\N,\N,"2","1","2","1","Goumoëns","Rudolf Ludwig, von",\N,"1771-01-01 00:00:00","Bern",\N,"1839-01-01 00:00:00","Bern, Switzerland","Bern, Switzerland",\N,"Berner Hauptmann im Bockenkrieg","4","D23727","0","Goumoens1771"
"192",\N,"192",\N,\N,"4","1","4","2","Gourd","Emilie",\N,"1879-01-01 00:00:00",\N,\N,"1946-01-01 00:00:00","Geneva, Switzerland","Geneva, Switzerland",\N,\N,"4","D9308","0","GoE 1879"
"193",\N,"193",\N,\N,"2","1","2","1","Gräflein","Johann Melchior",\N,"1807-01-01 00:00:00",\N,\N,"1849-01-01 00:00:00","Weinfelden, Switzerland","Steckborn, Switzerland",\N,\N,"4","D5114","0","GrJM1807"
"194",\N,"194",\N,\N,"2","1","5","1","Grasser","Johann Jacob ",\N,"1579-01-01 00:00:00",\N,\N,"1627-01-01 00:00:00",\N,\N,\N,"Schweitzerisch Heldenbuch – Reformation and counter reformation","1",\N,\N,"GrJJ1579"
"195",\N,"195",\N,\N,"2","1","2","1","Greulich","Hermann",\N,"1842-01-01 00:00:00",\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"GrH1842"
"196",\N,"196",\N,\N,"2","1","3","1","Grob","R.",\N,\N,"Wallikoen, Pfäffikon",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger)","2","na","0","GrR0000"
"197",\N,"197",\N,\N,"2","1","3","2","Grosholtz","Anna Maria ","Marie Tussaud","1761-01-01 00:00:00",\N,\N,"1850-01-01 00:00:00","London, England","Strassbourg",\N,\N,"4","96273854","0","GrAM1761"
"198",\N,"198",\N,\N,"4","1","4","2","Grossmann","Elisabetha",\N,"1795-01-01 00:00:00",\N,\N,"1858-01-01 00:00:00",\N,\N,\N,"Biographer","1",\N,\N,"GrE1795"
"199",\N,"199",\N,\N,"3","1","5","2","Grün","Albertine, von",\N,"1749-01-01 00:00:00",\N,\N,"1792-01-01 00:00:00","na","na",\N,"German poet.","2","na","0","GrA1749"
"200",\N,"200",\N,\N,"1","1","2","1","Grunholzer","Heinrich",\N,"1819-01-01 00:00:00","Bauma (ZH)",\N,"1873-01-01 00:00:00",\N,\N,\N,"Sekundarlehrer, Seminardirektor, Industrieller","1",\N,\N,"GrH1819"
"201",\N,"201",\N,\N,"2","1","3","1","Guard",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","Guard0000"
"202",\N,"202",\N,\N,"1","1","2","1","Gubler","Johannes",\N,"1807-01-01 00:00:00","Pfäffikon",\N,\N,\N,\N,\N,"unbekannt","1",\N,\N,"GuJ1807"
"203",\N,"203",\N,\N,"3","1","5","1","Guex","Sébastien",\N,\N,\N,\N,\N,\N,\N,\N,"model of consensus…","1",\N,\N,"GueSxxxx"
"204",\N,"204",\N,\N,"2","1","6","1","Gugelberg v. Moos","Ulisses",\N,\N,\N,\N,\N,\N,\N,\N,"Bündner im Regiment Roll","2","na","0","GvMU0000"
"205",\N,"205",\N,\N,"2","1","3","2","Guillaume-Schack","Gertrud",\N,"1845-01-01 00:00:00",\N,\N,"1903-01-01 00:00:00","na","na",\N,\N,"4","233789078","0","GuG1845"
"206",\N,"206",\N,\N,"1","1","2","1","Gujer","Heinrich",\N,"1801-01-01 00:00:00","Kempten/Bauma (ZH)",\N,"1868-01-01 00:00:00",\N,\N,\N,"Müller","1",\N,\N,"GuH1801"
"207",\N,"207",\N,\N,"2","1","3","1","Gysi-Schinz","Heinrich",\N,"1803-01-01 00:00:00",\N,\N,"1878-01-01 00:00:00",\N,\N,\N,"Stadtrat, Präsident Stadtpolizei, Freemason","2","na","0","Gysi1803"
"208",\N,"208",\N,\N,"4","1","4","2","Habsburg","Agnes, von","Agnes von Ungarn,","1281-01-01 00:00:00",\N,\N,"1364-01-01 00:00:00","Königsfelden","na",\N,\N,"4","15645841","0","HaA1281"
"209",\N,"209",\N,\N,"3","1","5","1","Haller","Albrecht, von",\N,"1708-01-01 00:00:00",\N,\N,"1777-01-01 00:00:00",\N,\N,\N,"CH – opponent to Voltaire","1",\N,\N,"HaA1708"
"210",\N,"210",\N,\N,"2","1","3","1","Haller, Seigneur de Goumoen","Albert",\N,"1808-01-01 00:00:00","Bern",\N,"1858-01-01 00:00:00","Chur, Switzerland","Bern, Switzerland",\N,"Berner Hauptmann im Bockenkrieg","1",\N,\N,"HSdGA1808"
"211",\N,"211",\N,\N,"2","1","3","1","Hartmeyer","Hans Heinrich",\N,\N,"Mönchaltorf",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger)","2","na","0","HaHH0000"
"212",\N,"212",\N,\N,"2","1","3","1","Hauser",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","Hauser0000"
"213",\N,"213",\N,\N,"2","1","3","1","Heer",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Dekan Phil. Fakultät","2","na","0","He0000"
"214",\N,"214",\N,\N,"3","1","5","1","Hegel","Georg Willhelm Friedrich",\N,"1770-01-01 00:00:00",\N,\N,"1831-01-01 00:00:00","Berlin, Prussia","Stuttgart, Württemberg",\N,"unversal history","4","89774942","0","HeGWF1770"
"215",\N,"215",\N,\N,"1","1","2","1","Hegetschweiler","Johannes",\N,"1789-01-01 00:00:00","Rifferswil/Stäfa",\N,"1839-01-01 00:00:00",\N,\N,\N,"Arzt, Naturwissenschaftler, Alpinist","1",\N,\N,"HeJ1789"
"216",\N,"216",\N,\N,"2","1","1","1","Heidegger","Georg",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","HeG0000"
"217",\N,"217",\N,\N,"2","1","3","1","Heilmann","Georg Friedrich",\N,"1785-01-01 00:00:00",\N,\N,"1862-01-01 00:00:00","Biel, Switzerland","Biel, Switzerland",\N,\N,"4","45199718","0","HeGF1785"
"218",\N,"218",\N,\N,"4","1","4","2","Heim-Vögtlin","Marie",\N,"1845-01-01 00:00:00",\N,\N,"1916-01-01 00:00:00","Zürich, Switzerland","Bözen",\N,\N,"4","95186121","0","HeMoeM1845"
"219",\N,"219",\N,\N,"2","1","1","1","Heiz","Johann Rudolf",\N,\N,"Albisrieden",\N,\N,"na","na",\N,"around 1846-1870","1",\N,\N,"HeJR0000"
"220",\N,"220",\N,\N,"1","1","3","1","Herder","Felix",\N,"1741-01-01 00:00:00",\N,\N,"1810-01-01 00:00:00",\N,\N,\N,"Pfarrer Kirche zu Predigern 1810","1",\N,\N,"HeF1741"
"221",\N,"221",\N,\N,"3","1","5","1","Herder","Johann Gottfried",\N,"1744-01-01 00:00:00",\N,\N,"1803-01-01 00:00:00","Weimar, Saxe-Weimar","Mohrungen, East Prussia, Kingdom of Prussia",\N,"„romantisch-nationale Geschichtsauffassung“ (Tuchtenhagen, 2011) (p. 44)","4","95187266","0","HeJG1744"
"222",\N,"222",\N,\N,"2","1","3","1","Hermann","Nicolaus",\N,"1818-01-01 00:00:00",\N,\N,"1888-01-01 00:00:00","Sachseln, Switzerland","Sachseln, Switzerland",\N,\N,"4","232589443","0","HeN1818"
"223",\N,"223",\N,\N,"3","1","5","1","Herrliberger","David",\N,"1697-01-01 00:00:00",\N,\N,"1777-01-01 00:00:00",\N,\N,\N,"Zürcher Kupferstechers. «Neue und vollständige Topographie der Eidgnossschaft» des ","2","na","0","HeD1697"
"224",\N,"224",\N,\N,"4","1","4","2","Herwegh-Siegmund","Emma",\N,"1817-01-01 00:00:00",\N,\N,"1904-01-01 00:00:00","Paris, France","Magdeburg",\N,"historiography of the French revolutions (E. Herwegh, 1849) and its influence on men like Wedekind (Krausnick, 2013) – women’s rights (E. Herwegh, 1998) – political orientation in letters with her husband (G. Herwegh & Herwegh, 1898) - more in (Wedel, 2010) (p. 335) - ","4","10605395","0","HeSiE1817"
"225",\N,"225",\N,\N,"3","1","5","2","Herz","Henriette (Julie) ",\N,"1764-01-01 00:00:00","Berlin",\N,"1847-01-01 00:00:00",\N,\N,\N,"– salonnière in Berlin – expects reconstitution of (natural) liberal rights in the beginning of French Revolution and suffers great deception (Vahsen, 2000) (p. 50) – they see the cause of the brutalisation of the revolution in the change of the revolutionary leaders and the building of parties (especially the Jacobin lobby making) instead of being led by virtue. – she belongs to a rather conservative anti-revolutionary opinion","1",\N,\N,"HeHJ1764"
"226",\N,"226",\N,\N,"2","1","3","2","Herzl","Henriette (Julie)",\N,"1764-01-01 00:00:00",\N,\N,"1847-01-01 00:00:00","na","na",\N,\N,"2","na","0","HeHJ1764"
"227",\N,"227",\N,\N,"2","1","3","1","Herzl","Theodor",\N,"1860-01-01 00:00:00",\N,\N,"1904-01-01 00:00:00","Edlach, Austria-Hungary","Budapest, Kingdom of Hungary",\N,\N,"4","76317061","0","HeT1860"
"228",\N,"228",\N,\N,"2","1","3","1","Hess","Johann Caspar",\N,"1793-01-01 00:00:00",\N,\N,"1858-01-01 00:00:00",\N,\N,\N,"Briefwechsel mit Conrad Ferdinand Meyer, married with Anna Maria Corrodi","1",\N,\N,"HeJC1793"
"229",\N,"229",\N,\N,"1","1","2","1","Hess","Johann Jakob",\N,"1791-01-01 00:00:00","Zürich",\N,"1857-01-01 00:00:00",\N,\N,\N,"Bürgermeister, Präsident des Polizeirates","1",\N,\N,"HeJJ1791"
"230",\N,"230",\N,\N,"1","1","3","1","Hess","Salomon",\N,"1763-01-01 00:00:00",\N,\N,"1837-01-01 00:00:00",\N,\N,\N,"Diacon St. Peter","1",\N,\N,"HeS1763"
"231",\N,"231",\N,\N,"1","1","1","2","Heusser-Schweizer","Anna Margaretha Barbara (Meta)",\N,"1797-01-01 00:00:00","Zürich",\N,"1876-01-01 00:00:00","Hirzel, Zürich, Switzerland","Hirzel, Zürich, Switzerland",\N,"Arztfrau und Dichterin","4","20440576","0","HeM1797"
"232",\N,"232",\N,\N,"2","1","5","2","Hildegard",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Princess Abbess of the Imperial Abbey of Fraumünster (Zürich). Received the abbey as a donation from her father Louis the German, grandson of Charlemagne.","1",\N,\N,"Hi853§"
"233",\N,"233",\N,\N,"2","1","3","1","Hilty","Carl",\N,"1833-01-01 00:00:00",\N,\N,"1909-01-01 00:00:00","Clarens, Switzerland","Grabs, Switzerland",\N,\N,"4","3265317","0","HiC 1833"
"234",\N,"234",\N,\N,"1","1","1","1","Hirzel","Bernhard",\N,"1807-01-01 00:00:00","Pfäffikon (ZH)",\N,"1847-01-01 00:00:00","Paris, France","Enge, Zürich, Switzerland",\N,"Pfarrer, Theologe, Orientalist","4","776315","0","HiB1807"
"235",\N,"235",\N,\N,"1","1","2","1","Hirzel","Conrad Melchior",\N,"1793-01-01 00:00:00","Zürich",\N,"1843-01-01 00:00:00",\N,\N,\N,"Bürgermeister   , Onkel von Bernhard Hirzel","1",\N,\N,"HiCM1793"
"236",\N,"236",\N,\N,"1","1","3","1","Hirzel","Hans Caspar",\N,"1751-01-01 00:00:00",\N,\N,"1817-01-01 00:00:00",\N,\N,\N,"Stadtarzt","1",\N,\N,"HiHC1751"
"237",\N,"237",\N,\N,"2","1","3","1","Hirzel","Hans Caspar",\N,"1798-01-01 00:00:00",\N,\N,"1866-01-01 00:00:00",\N,\N,\N,"Professor of Philosophy in the Carolinum. 1866 suicide, possibly because of bankrupcy.","4","81755492","0","HiHC1798"
"238",\N,"238",\N,\N,"2","1","3","1","Hirzel","Johannes",\N,"1749-01-01 00:00:00",\N,\N,"1813-01-01 00:00:00",\N,\N,\N,"Grossvater Bernhards","1",\N,\N,"HiJC1749"
"239",\N,"239",\N,\N,"2","1","2","1","Hirzel","Johannes",\N,"1803-01-01 00:00:00",\N,\N,"1865-01-01 00:00:00",\N,\N,\N,"Tuscher, Presser, Bruder von Bernhard","1",\N,\N,"HiJ1803"
"240",\N,"240",\N,\N,"2","1","2","1","Hirzel","Ludwig",\N,"1801-01-01 00:00:00",\N,\N,"1841-01-01 00:00:00",\N,\N,\N,"Professor Prof. Theologie","1",\N,\N,"HiL1801"
"241",\N,"241",\N,\N,"1","1","3","1","Hirzel","Salomon",\N,"1719-01-01 00:00:00",\N,\N,"1791-01-01 00:00:00",\N,\N,\N,"Oberst","1",\N,\N,"HiS1719"
"242",\N,"242",\N,\N,"1","1","3","1","Hirzel","Salomon",\N,"1727-01-01 00:00:00",\N,\N,"1818-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,"HiS1727"
"243",\N,"243",\N,\N,"1","1","3","1","Hirzel","Salomon",\N,"1762-01-01 00:00:00",\N,\N,"1833-01-01 00:00:00",\N,\N,\N,"Offizier in französischen Diensten","1",\N,\N,"HiS1762"
"244",\N,"244",\N,\N,"2","1","2","1","Hirzel","Salomon",\N,"1790-01-01 00:00:00",\N,\N,"1844-01-01 00:00:00",\N,\N,\N,"Oberstartillerieinspektor",\N,\N,"1","HiS1790"
"245",\N,"245",\N,\N,"1","1","2","1","Hirzel","Salomon",\N,"1804-01-01 00:00:00",\N,\N,"1877-01-01 00:00:00",\N,\N,\N,"Verlagsbuchhändler in Leibzig","1",\N,\N,"HiS1804"
"246",\N,"246",\N,\N,"1","1","3","1","Hirzel ","Heinrich",\N,"1766-01-01 00:00:00",\N,\N,"1840-01-01 00:00:00",\N,\N,\N,"Theologieprofessor","1",\N,\N,"HiH1766"
"247",\N,"247",\N,\N,"2","1","2","2","Hirzel-Bürkli","Anna Margaretha",\N,\N,\N,\N,"1816-01-01 00:00:00","na","na",\N,"Schwester von Bernhard","2","na","0","HiA1801*"
"248",\N,"248",\N,\N,"2","1","3","1","Hirzel-Bürkli","Johannes",\N,"1776-01-01 00:00:00",\N,\N,"1884-01-01 00:00:00",\N,\N,\N,"Tuchhändler, Vater von Bernhard","1",\N,\N,"HiJ1776"
"249",\N,"249",\N,\N,"2","1","3","2","Hirzel-Bürkli","Margaretha",\N,"1778-01-01 00:00:00",\N,\N,"1851-01-01 00:00:00","na","na",\N,"Mutter von Bernhard","2","na","0","HiM1778"
"250",\N,"250",\N,\N,"1","1","2","1","Hirzel-Escher","Hans Caspar",\N,"1800-01-01 00:00:00",\N,\N,"1883-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,"HiHC1800"
"251",\N,"251",\N,\N,"2","1","2","1","Hirzel-Escher","Johann Caspar",\N,"1792-01-01 00:00:00",\N,\N,"1851-01-01 00:00:00",\N,\N,\N,"Regierungsrat","1",\N,\N,"HiJC1792"
"252",\N,"252",\N,\N,"1","1","2","1","Hofmann","Johannes",\N,"1820-01-01 00:00:00","Kloten",\N,\N,\N,\N,\N,"Tischler-Lehrling in Zürich","1",\N,\N,"HoJ1820"
"253",\N,"253",\N,\N,"3","1","5","2","Holst","Amalia",\N,"1758-01-01 00:00:00",\N,\N,"1829-01-01 00:00:00","na","na",\N,"She was a German writer, intellectual, and feminist. Her work examined traditional pedagogy and challenged Enlightenment writers such as Jean-Jacques Rousseau. She is often called the German counterpart to Mary Wollstonecraft (Wikipedia).","2","na","0","HoA1758"
"254",\N,"254",\N,\N,"2","1","3","2","Honegger","Elise",\N,"1839-01-01 00:00:00",\N,\N,"1912-01-01 00:00:00","Rotmonten, St. Gallen, Switzerland","Stäfa, Zürich, Switzerland",\N,"corrector and co-editor of the ""Republican""","4","295678702","0","HoE1839"
"255",\N,"255",\N,\N,"2","1","3","1","Hottinger","Johann Jakob",\N,"1652-01-01 00:00:00",\N,\N,"1735-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",\N,\N,"4","D10680","0","HoJJ1652"
"256",\N,"256",\N,\N,"3","1","5","1","Hottinger",\N,\N,"1783-01-01 00:00:00",\N,\N,"1860-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",\N,"Professor of philology at the Carolinum in Zürich. Vizepräsident Erziehungsrat. since 1749 Schweizer Monatchronik – modern version of chronicle (Schweizerische monats-chronik, Volumes 13-14 (Google eBook), 1828) redigiert by Johann Jakob Hottinger","4","19835905","0","Ho1783"
"257",\N,"257",\N,\N,"2","1","3","1","Hotz",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","Ho0000"
"258",\N,"258",\N,\N,"3","1","5","2","Huber","Therese",\N,"1764-01-01 00:00:00",\N,\N,"1829-01-01 00:00:00","Augsburg","Heyne, Göttingen",\N,"was a German author. She was one of the so-called Universitätsmamsellen, a group of five academically active women during the 18th-and 19th century, daughters of academics on Göttingen University, alongside Meta Forkel-Liebeskind, Caroline Schelling, Philippine Engelhard, and Dorothea Schlözer.","4","29584708","0","HuT1764"
"259",\N,"259",\N,\N,"2","1","3","1","Huber",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","Hu0000"
"260",\N,"260",\N,\N,"3","1","5","2","Huch","Riccarda",\N,"1864-01-01 00:00:00",\N,\N,"1947-01-01 00:00:00","na","na",\N,"also pseudonym Richard Hugo - Der Bundesschwur. Lustspiel mit Benutzung der historischen Ereignisse in der schweizerischen Eidgenossenschaft vom Jahre 1798. Zürich 1890 [11] (veröffentlicht unter dem Namen Richard Hugo) - Die Hugenottin. Historische Novelle. In: Schweizerische Rundschau 1892; als Buch Bern 1932 - Die Neutralität der Eidgenossenschaft besonders der Orte Zürich und Bern während des spanischen Erbfolgekrieges. Diss. Zürich 1892 - Der große Krieg in Deutschland, historischer Roman. Bd. 1-3. Leipzig 1912-1914 (neu hg. als: Der Dreißigjährige Krieg, Leipzig 1929). - Jeremias Gotthelfs Weltanschauung. Vortrag. Bern 1917 - Alte und neue Götter (1848). Die Revolution des 19. Jahrhunderts in Deutschland. Berlin und Zürich 1930 (später als: 1848. Die Revolution des 19. Jahrhunderts in Deutschland. 1948) - Deutsche Geschichte. 1934-49 - Römisches Reich Deutscher Nation. Bd. 1. Berlin 1934 - Das Zeitalter der Glaubensspaltung. Bd. 2. Zürich 1937 - Untergang des Römischen Reiches Deutscher Nation. Bd. 3. Zürich 1949 - Frühling in der Schweiz. Autobiographische Darstellung. Zürich 1938 --> Swiss neutrality","2","na","0","HuR1864"
"261",\N,"261",\N,\N,"2","1","5","1","Hume","David",\N,"1711-01-01 00:00:00",\N,\N,"1777-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,"HuD1711"
"262",\N,"262",\N,\N,"2","1","3","1","Hüni",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","Hue 0000"
"263",\N,"263",\N,\N,"2","1","3","1","Hüni",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","Hüni0000"
"264",\N,"264",\N,\N,"5","1","2","1","Grob","Konrad  ",\N,\N,\N,\N,\N,\N,\N,\N,"Grob found Siegwart-Müller interesting","1",\N,\N,"GrKxxxx"
"265",\N,"265",\N,\N,"5","1","2","2","Kravogel","Theresia",\N,\N,\N,\N,\N,\N,\N,\N,"Siegwart-Müller hided in Kravogel's house from 23.12.1847-23.7.1848","1",\N,\N,"KrTxxxx"
"266",\N,"266",\N,\N,"1","1","2","1","Hürlimann-Landis","Johann Jakob",\N,"1796-01-01 00:00:00","Richterswil",\N,"1853-01-01 00:00:00",\N,\N,\N,"Fabrikant","1",\N,\N,"HueJJ1796"
"267",\N,"267",\N,\N,"3","1","5","1","Im Hof","Ulrich",\N,"1917-01-01 00:00:00",\N,\N,"2001-01-01 00:00:00",\N,\N,\N,"Swiss historian","1",\N,\N,"IHoU1917"
"268",\N,"268",\N,\N,"3","1","5","1","Iselin","Isaak",\N,"1728-01-01 00:00:00",\N,\N,"1782-01-01 00:00:00",\N,\N,\N,"Schweizer Geschichtsphilosoph und Publizist","1",\N,\N,"IsI1728"
"269",\N,"269",\N,\N,"3","1","5","1","Iselin","Johann Rudolf",\N,"1764-01-01 00:00:00",\N,\N,"1829-01-01 00:00:00",\N,\N,\N,"first publication of Aegidius Tschudi’s Wilhelm Tell saga (1734/36)","4","29584708","0","IsJR1764"
"270",\N,"270",\N,\N,"2","1","6","1","Isler","Bernhard",\N,\N,\N,\N,\N,\N,\N,\N,"Lieutenant in napoleonischen Diensten","2","na","0","IsB0000"
"271",\N,"271",\N,\N,"2","1","3","1","Jacobi","Friedrich Heinrich",\N,"1743-01-01 00:00:00",\N,\N,"1819-01-01 00:00:00",\N,\N,\N,"Idol der Radikalen","1",\N,\N,"JaFH1743"
"272",\N,"272",\N,\N,"3","1","5","1","Janssen","Johannes",\N,"1829-01-01 00:00:00",\N,\N,"1891-01-01 00:00:00",\N,\N,\N,"Geschichte des Deutschen Volkes seit dem Ausgang des Mittelalters","1",\N,\N,"JaJ1829"
"273",\N,"273",\N,\N,"2","1","2","1","Jomini","Antoine-Henri",\N,"1779-01-01 00:00:00",\N,\N,"1869-01-01 00:00:00","Passy, Paris, France","Peyern, Switzerland",\N,\N,"4","95148526","0","JoAH1779"
"274",\N,"274",\N,\N,"2","1","3","1","Jorio","Marco",\N,\N,\N,\N,\N,\N,\N,\N,"restaurativer Ultra in Luzern","2","na","0","JoM0000"
"275",\N,"275",\N,\N,"1","1","2","1","Jucker","Jakob",\N,"1786-01-01 00:00:00","Bauma (ZH)/Zürich",\N,"1839-01-01 00:00:00",\N,\N,\N,"sehr arm, arbeitet auf Hof des Vaters","1",\N,\N,"JuJ1786"
"276",\N,"276",\N,\N,"2","1","6","1","Jullien*","A.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","JuA0000"
"277",\N,"277",\N,\N,"3","1","5","1","Kaegi","Werner",\N,"1901-01-01 00:00:00",\N,\N,"1979-01-01 00:00:00",\N,\N,\N,"emphasized importance of the “Kleinstaat”, legends about Swiss origin and unity (Universität Basel, 2010) (Vgl. Werner Kaegi: Der Kleinstaat im europäischen  Denken (Juli 1938); Die Rheingrenze in der Geschichte Alemanniens (April 1940); Entstehung der Nationen (Mai/November 1940) erschienen im Sammelband: Historische Medidationen (Bd.I). Zürich 1942.)","1",\N,\N,"KaeW1901"
"278",\N,"278",\N,\N,"1","1","3","1","Kägi","Jakob",\N,"1783-01-01 00:00:00","Bauma (ZH)/Zürich",\N,"1839-01-01 00:00:00",\N,\N,\N,"Viehloser Bauer, Baumwollspinner, Kleinhändler, sehr arm","1",\N,\N,"KaeJ1783"
"279",\N,"279",\N,\N,"2","1","6","1","Kägi","Johann Jakob",\N,\N,"Fälmis, Bauma (ZH)",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger)","2","na","0","KaeJJ0000"
"280",\N,"280",\N,\N,"1","1","2","1","Kägi","Johannes",\N,"1816-01-01 00:00:00","Bauma (ZH)/ ",\N,\N,\N,\N,\N,"Blattmacher","1",\N,\N,"KaeJ1816"
"281",\N,"281",\N,\N,"3","1","5","1","Kant","Immanuel",\N,"1724-01-01 00:00:00","wrote allgemeine Geschichte (1784)",\N,"1804-01-01 00:00:00","Königsberg, Germany","Königsberg, Germany",\N,\N,"4","82088490","0","KaI1724"
"282",\N,"282",\N,\N,"2","1","3","1","Keller","Augustin",\N,"1805-01-01 00:00:00",\N,\N,"1883-01-01 00:00:00","Lenzburg, Swizterland","Sarmenstorf, Switzerland",\N,"antiklerikaler katholischer Grossrat im Aargau, hub die Klöster auf und verstösst dadurch gegen Bundesvertrag","4","15564360","0","KeA1805"
"283",\N,"283",\N,\N,"3","1","5","1","Keller","Ferdinand",\N,\N,\N,\N,\N,\N,\N,\N,"extension of history through into the megalithic period Pfahlbauer theory by Ferdinan Keller (F. Keller, 1854, 1858, 1860, 1861, 1863, 1866, 1876, 1879) – archeology (F. Keller, 1874) architecture (F. Keller, 1838, 1841, 1844b) as part of historiography – contacts with Islamic cultures (F. Keller, 1856) in Zürich – Helvetii pagan culture (F. Keller, 1844a, 1846, 1869)","1",\N,\N,"KeF 0000"
"284",\N,"284",\N,\N,"3","1","5","1","Keller","Gottfried",\N,"1819-01-01 00:00:00",\N,\N,"1890-01-01 00:00:00","Zürich","Zürich",\N,"Swiss poet. Historiographer. Wrote Der Landvogt von Greifensee","4","102319551","0","KeG1819"
"285",\N,"285",\N,\N,"1","1","2","1","Keller   ","Heinrich",\N,"1798-01-01 00:00:00","Turbental",\N,\N,\N,\N,\N,"unbekannt","1",\N,\N,"KeH1798"
"286",\N,"286",\N,\N,"1","1","2","1","Keller vom Steinbock (Dr.)","Friedrich Ludwig",\N,"1799-01-01 00:00:00","Zürich/Berlin",\N,"1860-01-01 00:00:00","Berlin","Zürich, Switzerland",\N,\N,"4","39718875","0","KeFL1799"
"287",\N,"287",\N,\N,"4","1","4","2","Kempin-Spyri","Emilie",\N,"1853-01-01 00:00:00",\N,\N,"1901-01-01 00:00:00","na","na",\N,\N,"2","na","0","KeSpE1853"
"288",\N,"288",\N,\N,"3","1","5","1","Klopp","Onno",\N,"1822-01-01 00:00:00",\N,\N,"1903-01-01 00:00:00",\N,\N,\N,"ultramontane, historiographer","1",\N,\N,"KlO1822"
"289",\N,"289",\N,\N,"3","1","5","2","Knab","Susanna Barbara",\N,\N,\N,\N,\N,"na","na",\N,\N,"2","na","0","KnSB0000"
"290",\N,"290",\N,\N,"3","1","5","1","König","Paul",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"KoePxxxx"
"291",\N,"291",\N,\N,"2","1","2","1","Kopp","Josef Eutych",\N,"1782-01-01 00:00:00",\N,\N,"1851-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,"KoJE1782"
"292",\N,"292",\N,\N,"2","1","3","1","Kopp",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","Ko0000"
"293",\N,"293",\N,\N,"2","1","3","1","Kosciusko","Tadeusz",\N,"1746-01-01 00:00:00","Solothurn",\N,"1817-01-01 00:00:00","Solothurn, Switzerland","Polish–Lithuanian Commonwealth",\N,"Politischer Flüchtling aus Polen in Solothurn","4","61554270","0","KoT1746"
"294",\N,"294",\N,\N,"1","1","6","1","Kramer","Karl ",\N,\N,"Pfäffikon (ZH), aus Sachsen",\N,\N,\N,\N,\N,"erster Sekundarlehrer in Pfäffikon","1",\N,\N,"KrK0000"
"295",\N,"295",\N,\N,"2","1","3","1","Krauer",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","Krauer0000"
"296",\N,"296",\N,\N,"3","1","5","1","Kreis","Georg",\N,"1943-01-01 00:00:00",\N,\N,\N,\N,\N,\N,"Swiss historian","1",\N,\N,"KrG1943"
"297",\N,"297",\N,\N,"1","1","2","1","Kreis","Heinrich",\N,"1809-01-01 00:00:00","Wila/",\N,\N,\N,\N,\N,"Taglöhner und Weber","1",\N,\N,"KrH1809"
"298",\N,"298",\N,\N,"2","1","3","1","Kündig","Felix",\N,\N,"Altlandenberg",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger)","1",\N,\N,"KueF0000"
"299",\N,"299",\N,\N,"2","1","3","1","Kündig","Jakob",\N,\N,"Grüningen",\N,\N,\N,\N,\N,\N,"1",\N,\N,"KueJ0000"
"300",\N,"300",\N,\N,"2","1","2","1","Kunz","Heinrich",\N,"1793-01-01 00:00:00","Oetwil am See",\N,"1859-01-01 00:00:00",\N,\N,\N,"der Europäische ""Spinnerkönig""","1",\N,\N,"KuH1793"
"301",\N,"301",\N,\N,"2","1","3","2","Kurz","Gertrud",\N,"1890-01-01 00:00:00",\N,\N,\N,"na","na",\N,\N,"2","na","0","KuG1890"
"302",\N,"302",\N,\N,"3","1","5","1","Kurz","Hans Rudolf",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"KuHRxxxx"
"303",\N,"303",\N,\N,"3","1","5","1","Küstner","Johann",\N,\N,\N,\N,\N,\N,\N,\N,"publisches in Dittmar’s Die sociale Reform (Wikipedia)","1",\N,\N,"KueJ0000"
